Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_028065425.1	SAMN27723802	Acidithiobacillus sp.	South china normal university	Illumina HiSeq	2022-04-21T12:46:04.953	2022	acid mine drainage sediment	China: Tongling, Anhui Province	2017-07/2017-08	_NA_	GCF_028065425.1	Yes	SET_3784
GCA_021797715.1	SAMN20843999	Pseudomonadota bacterium	Sun Yat-sen University, Guangzhou	Illumina MiSeq	2021-08-18T03:59:10.873	2021	acid mine drainage sediment	China: Tongling Copper Mine, Anhui Province	01-10-2017	_NA_	na	No	SET_3784
GCA_035394885.1	SAMN32865255	Anaerolineaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:08.893	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_3785
GCA_036725135.1	SAMN28745765	Anaerolineaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.136	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_3785
GCA_002975205.1	SAMN07581412	Ochrobactrum vermis	Zoological Institute, Kiel University	Illumina HiSeq	2017-08-31T06:20:04.996	2017	Rotting apple	Germany: Kiel	not applicable	Caenorhabditis elegans MY316	GCF_002975205.1	Yes	SET_3787
GCA_037479355.1	SAMN38840203	Ochrobactrum vermis	Christian-Albrechts-University Kiel	Illumina HiSeq + PacBio RSII	2023-12-14T12:11:05.446	2023	worm	Germany:Kiel	2020	Caenorhabditis elegans	GCF_037479355.1	Yes	SET_3787
GCA_026133685.1	SAMN25889429	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:04.603	2022	Missing	China: Beijing	20-10-2020	Homo sapiens	GCF_026133685.1	Yes	SET_3790
GCA_026198775.1	SAMN28408331	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:09.070	2022	patient with infection	China: Beijing	20-10-2020	Homo sapiens	GCF_026198775.1	Yes	SET_3790
GCA_009765635.1	SAMN13514135	Aeromonas veronii	UFMG	Illumina HiSeq; Illumina HiSeq	2019-12-09T14:28:04.356	2019	_NA_	Brazil:Petrolina	2009-08	Pseudoplatystoma corruscans	GCF_009765635.1	Yes	SET_3791
GCA_963886745.1	SAMEA115018102	Aeromonas veronii	Nanjing Agriculture University	not collected	2024-03-02T10:04:04.979	2024	_NA_	not collected	not collected	_NA_	GCF_963886745.1	Yes	SET_3791
GCA_010119835.1	SAMN13509231	Photorhabdus laumondii subsp. laumondii	University of Bern	Illumina HiSeq	2019-12-09T03:01:05.500	2019	Missing	Missing	Missing	Heterorhabditis bacteriophora	GCF_010119835.1	Yes	SET_3793
GCA_963887895.1	SAMEA115012536	Photorhabdus laumondii subsp. laumondii	Nanjing Agriculture University	not collected	2024-03-02T10:01:11.863	2024	_NA_	not collected	not collected	_NA_	GCF_963887895.1	Yes	SET_3793
GCA_001275405.1	SAMN03939244	Xenorhabdus sp. GDc328	University of the Witwatersrand	Illumina MiSeq	2015-07-27T12:52:02.000	2015	soil	South Africa: North West Province, Britz	14-02-2014	Steinernema khoisanae	GCF_001275405.1	Yes	SET_3796
GCA_963869875.1	SAMEA115017256	Xenorhabdus sp. GDc328	Nanjing Agriculture University	not collected	2024-03-02T10:03:32.175	2024	_NA_	not collected	not collected	_NA_	GCF_963869875.1	Yes	SET_3796
GCA_035435385.1	SAMN32867958	Fusicatenibacter saccharivorans	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:07.103	2023	Medicalfacilities Wastewater	Germany	06-12-2012	_NA_	na	No	SET_3797
GCA_036818005.1	SAMN28750148	Fusicatenibacter saccharivorans	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:21:36.340	2022	water	Germany	06-12-2012	_NA_	na	No	SET_3797
GCA_002900865.1	SAMEA3217997	Bacteroides uniformis	CGS-GL	_NA_	2015-02-25T11:25:18.156	2015	_NA_	_NA_	_NA_	_NA_	na	No	SET_38
GCA_002900885.1	SAMEA3217997	Bacteroides uniformis	CGS-GL	_NA_	2015-02-25T11:25:18.156	2015	_NA_	_NA_	_NA_	_NA_	na	No	SET_38
GCA_900540935.1	SAMEA4890981	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:03:01.650	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_380
GCA_902479285.1	SAMEA5852280	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:35.666	2019	human gut	USA	_NA_	_NA_	na	No	SET_380
GCA_001618405.1	SAMD00050603	Nocardia arizonensis	National Institute of Technology and Evaluation Biological Resource Center	454 GS-FLX Titanium; Illumina MiSeq	2016-04-02T01:00:58.000	2016	_NA_	Missing	Missing	_NA_	GCF_001618405.1	Yes	SET_3800
GCA_963869525.1	SAMEA115017315	Nocardia arizonensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:33.217	2024	_NA_	not collected	not collected	_NA_	GCF_963869525.1	Yes	SET_3800
GCA_902483095.1	SAMEA5852654	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:47.383	2019	human gut	USA	_NA_	_NA_	na	No	SET_3803
GCA_900542465.1	SAMEA4891121	uncultured Eubacteriales bacterium	EBI	Illumina	2019-02-08T12:13:06.196	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3803
GCA_036755705.1	SAMN28747498	Calditrichota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:35.230	2022	sludge	Japan	20-04-2015	_NA_	na	No	SET_3805
GCA_035394485.1	SAMN32865275	Caldisericia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.077	2023	Activated sludge of municipal wastewater treatment plants	Japan	20-04-2015	_NA_	na	No	SET_3805
GCA_019375075.1	SAMN17183819	Escherichia sp. XD33	Huazhong Agricultural University	Illumina NovaSeq	2020-12-30T08:19:21.866	2020	_NA_	China: Henan	not applicable	swine	GCF_019375075.1	Yes	SET_3806
GCA_009600715.1	SAMN11246197	Escherichia coli	Huazhong Agricultural University	Illumina HiSeq	2019-03-24T23:18:06.520	2019	_NA_	China: Henan	2018-11	_NA_	GCF_009600715.1	Yes	SET_3806
GCA_949478285.1	SAMEA112720224	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:25.220	2023	mouse gut metagenome	China	25-01-2016	_NA_	na	No	SET_3807
GCA_949479225.1	SAMEA112720336	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2500	2023-03-08T08:30:28.370	2023	mouse gut metagenome	China	25-01-2016	_NA_	na	No	SET_3807
GCA_902170405.1	SAMEA5778894	Yersinia vastinensis	INSTITUT PASTEUR	Illumina NextSeq 500	2019-07-19T08:15:33.836	2019	_NA_	_NA_	_NA_	_NA_	GCF_902170405.1	Yes	SET_3808
GCA_963900685.1	SAMEA115018968	Yersinia vastinensis	Nanjing Agriculture University	not collected	2024-03-02T10:04:35.070	2024	_NA_	not collected	not collected	_NA_	GCF_963900685.1	Yes	SET_3808
GCA_005844335.1	SAMN10863262	Bifidobacterium pseudocatenulatum	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.890	2019	stool	USA	15-06-2015	Homo sapiens	GCF_005844335.1	Yes	SET_381
GCA_028311445.1	SAMN31321716	Bifidobacterium pseudocatenulatum	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:26:13.033	2022	_NA_	USA	15-06-2015	Homo sapiens	GCF_028311445.1	Yes	SET_381
GCA_001457415.1	SAMEA3539502	Gorillibacterium timonense	URMITE	Illumina PE 2*250 bp	2015-09-16T11:05:36.046	2015	_NA_	_NA_	_NA_	_NA_	GCF_001457415.1	Yes	SET_3812
GCA_902375625.1	SAMEA5851021	Gorillibacterium timonense	EMG	Illumina	2019-08-07T10:17:55.430	2019	human gut	not provided	_NA_	_NA_	GCF_902375625.1	Yes	SET_3812
GCA_001220845.1	SAMEA859952	Yersinia mollaretii	SC	SLX	2011-02-14T19:07:14.940	2011	not known	United Kingdom	2002	sheep	GCF_001220845.1	Yes	SET_3813
GCA_963867795.1	SAMEA115017241	Yersinia mollaretii	Nanjing Agriculture University	not collected	2024-03-02T10:03:31.860	2024	_NA_	not collected	not collected	_NA_	GCF_963867795.1	Yes	SET_3813
GCA_902480915.1	SAMEA5852439	uncultured bacterium	EMG	Illumina	2019-08-07T10:18:40.620	2019	human gut	Russia	_NA_	_NA_	na	No	SET_3815
GCA_900546895.1	SAMEA4891572	uncultured Oscillospiraceae bacterium	EBI	Illumina	2019-01-28T10:08:11.336	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3815
GCA_020687665.1	SAMN22560232	Campylobacter coli	Instituto Nacional de Salud del Peru	Illumina MiSeq	2021-10-25T10:04:04.956	2021	stool	Peru: Lima	2010	Homo sapiens	GCF_020687665.1	Yes	SET_382
GCA_022128005.1	SAMN18698546	Campylobacter coli	Instituto Nacional de Salud	Illumina MiSeq	2021-04-10T12:04:06.203	2021	stool	Peru:Lima	2010	Homo sapiens	GCF_022128005.1	Yes	SET_382
GCA_022230885.1	SAMN25040531	Paenalcaligenes niemegkensis	GFZ German Research Centre for Geosciences	Oxford Nanopore MinION	2022-01-17T03:34:03.130	2022	polluted soil sample	Germany	2020	_NA_	GCF_022230885.1	Yes	SET_3820
GCA_919099695.1	SAMEA10931652	uncultured Paenalcaligenes sp.	GFZ German Research Centre for Geosciences	Oxford Nanopore MinION	2021-12-08T10:09:55.283	2021	_NA_	_NA_	_NA_	_NA_	na	No	SET_3820
GCA_003049865.1	SAMN08099577	Vibrio splendidus	Station Biologique Roscoff (CNRS/UMPC)	Illumina HiSeq	2017-11-26T18:59:05.020	2017	Filtered seawater (64 uM filter)	USA: Plum Island, MA	06-09-2006	_NA_	GCF_003049865.1	Yes	SET_3821
GCA_963878595.1	SAMEA115016140	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:02:55.521	2024	_NA_	not collected	not collected	_NA_	GCF_963878595.1	Yes	SET_3821
GCA_000359525.1	SAMN02603310	Streptomyces albidoflavus	HIPS/LNU	Sanger dideoxy sequencing; 454; Illumina	2014-01-30T11:19:48.450	2014	_NA_	_NA_	_NA_	_NA_	GCF_000359525.1	Yes	SET_3822
GCA_009862345.1	SAMN13630901	Streptomyces sp. SID7817	University of Wisconsin-Madison	Illumina MiSeq	2019-12-18T18:23:05.826	2019	Missing	USA	2015-01	_NA_	GCF_009862345.1	Yes	SET_3822
GCA_024260565.1	SAMN27865156	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-04-27T04:17:05.577	2022	sputum	China:Hubei	2020-09	Homo sapiens	GCF_024260565.1	Yes	SET_3823
GCA_024435115.1	SAMN28511909	Klebsiella pneumoniae	Wuhan CDC	Illumina NovaSeq	2022-05-17T21:26:05.470	2022	sputum	China:Hubei	2020-09	Homo sapiens	GCF_024435115.1	Yes	SET_3823
GCA_026133825.1	SAMN25889422	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:04.513	2022	Missing	China: Beijing	26-09-2020	Homo sapiens	GCF_026133825.1	Yes	SET_3826
GCA_026199055.1	SAMN28408322	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:08.920	2022	patient with infection	China: Beijing	26-09-2020	Homo sapiens	GCF_026199055.1	Yes	SET_3826
GCA_003213095.1	SAMN08886462	SAR202 cluster bacterium AG-426-M11	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.563	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	12-11-2011	_NA_	na	No	SET_3829
GCA_902578465.1	SAMEA6079691	uncultured SAR202 cluster bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:47.323	2019	marine water	_NA_	12-11-2011	_NA_	na	No	SET_3829
GCA_900539915.1	SAMEA4890877	uncultured Bacteroidales bacterium	EBI	Illumina	2019-01-28T10:02:03.993	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3831
GCA_902483225.1	SAMEA5852683	uncultured Muribaculaceae bacterium	EMG	Illumina	2019-08-07T10:18:48.633	2019	human gut	USA	_NA_	_NA_	na	No	SET_3831
GCA_003213535.1	SAMN08886435	Pelagibacteraceae bacterium AG-422-M16	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.060	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	24-10-2010	_NA_	na	No	SET_3833
GCA_902574305.1	SAMEA6076359	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:36.506	2019	marine water	_NA_	24-10-2010	_NA_	na	No	SET_3833
GCA_003209915.1	SAMN08886472	Pelagibacteraceae bacterium AG-430-E20	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.860	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	30-11-2011	_NA_	na	No	SET_3834
GCA_902580005.1	SAMEA6079829	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:19:51.870	2019	marine water	_NA_	30-11-2011	_NA_	na	No	SET_3834
GCA_902487545.1	SAMEA5853112	uncultured Caryophanales bacterium	EMG	Illumina	2019-08-07T10:19:02.260	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3835
GCA_900770645.1	SAMEA5279542	Bacilli bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:22:19.643	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900770645.1	Yes	SET_3835
GCA_900107675.1	SAMN05444145	Alistipes timonensis JC136	DOE - JOINT GENOME INSTITUTE	Illumina HiSeq 2500-1TB	2016-07-26T21:19:41.080	2016	Missing	Missing	Missing	not applicable	GCF_900107675.1	Yes	SET_3836
GCA_902376165.1	SAMEA5851065	Alistipes timonensis	EMG	Illumina	2019-08-07T10:17:56.663	2019	human gut	not provided	_NA_	_NA_	GCF_902376165.1	Yes	SET_3836
GCA_900070205.1	SAMN03436303	Candidatus Thermokryptus mobilis	DOE - Joint Genome Institute	Illumina GAii	2015-03-20T20:15:27.166	2015	hot springs sediment	USA: Great Boiling Spring, Nevada	01-12-2008	_NA_	GCF_900070205.1	Yes	SET_3837
GCA_001442855.1	SAMN03436303	Candidatus Thermokryptus mobilis	DOE Joint Genome Institute	Illumina	2015-03-20T20:15:27.166	2015	hot springs sediment	USA: Great Boiling Spring, Nevada	01-12-2008	_NA_	na	No	SET_3837
GCA_025754355.1	SAMN20354778	Klebsiella pneumoniae	General Hospital	Illumina HiSeq	2021-07-23T00:05:28.210	2021	_NA_	China:Beijing	2011	Homo sapiens	GCF_025754355.1	Yes	SET_3838
GCA_025755115.1	SAMN20354736	Klebsiella pneumoniae	General Hospital	Illumina HiSeq	2021-07-23T00:05:27.683	2021	_NA_	China:Beijing	2015	Homo sapiens	GCF_025755115.1	Yes	SET_3838
GCA_003426225.1	SAMN07343882	Cutibacterium acnes	University of Washington	Illumina	2017-07-11T18:12:04.786	2017	Shoulder Tissue (Collar membrane)	USA: Seattle	20-01-2015	Homo sapiens	GCF_003426225.1	Yes	SET_3839
GCA_005774435.1	SAMN11605649	Cutibacterium acnes	University of Washington	Illumina MiSeq	2019-05-08T16:59:04.996	2019	Tissue Right Shoulder COLLAR MEMBRANE	USA	20-01-2015	Homo sapiens	GCF_005774435.1	Yes	SET_3839
GCA_006240705.1	SAMN09289885	Cutibacterium acnes	University of Washington	Illumina MiSeq	2018-05-31T15:15:18.647	2018	Tissue NO 1 Shoulder Right COLLAR MEMBRANE	USA	20-01-2015	Homo sapiens	GCF_006240705.1	Yes	SET_3839
GCA_006243385.1	SAMN07312772	Aeromonas jandaei	University of Connecticut Graf Lab	Illumina MiSeq	2017-07-03T16:32:03.943	2017	gut	not available	not available	Hirudo orientalis	GCF_006243385.1	Yes	SET_384
GCA_963883215.1	SAMEA115017961	Aeromonas jandaei	Nanjing Agriculture University	not collected	2024-03-02T10:03:59.324	2024	_NA_	not collected	not collected	_NA_	GCF_963883215.1	Yes	SET_384
GCA_949530495.1	SAMEA112731098	Porphyromonadaceae bacterium UBA7145	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:33.320	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3840
GCA_949542325.1	SAMEA112730839	Porphyromonadaceae bacterium UBA7145	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.683	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3840
GCA_013041705.1	SAMN14538102	Lysobacterales bacterium	Monash University	Illumina NextSeq	2020-04-04T00:53:07.180	2020	Beach sand	Australia: Middle Park Beach, Port Phillip Bay site C	2018	_NA_	na	No	SET_3842
GCA_018677415.1	SAMN19247011	Gammaproteobacteria bacterium	Monash University	Illumina NextSeq	2021-05-18T23:01:09.696	2021	beach sand	Australia: St. Kilda Pier, Port Phillip Bay site C intermediate	14-06-2018	_NA_	na	No	SET_3842
GCA_014109725.1	SAMN14598231	Comamonas piscis	None	PACBIO	2020-04-14T16:31:04.327	2020	Rotting Apple	France: Orsay	10-09-2009	Caenorhabditis elegans	GCF_014109725.1	Yes	SET_3843
GCA_035974295.1	SAMN38840233	Comamonas piscis	Christian-Albrechts-University Kiel	Illumina MiSeq + PacBio SMRT	2023-12-14T12:11:05.778	2023	worm	Germany:Kiel	2020	Caenorhabditis elegans	GCF_035974295.1	Yes	SET_3843
GCA_033658165.1	SAMN37555355	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.689	2023	_NA_	China	29-09-2022	Homo sapiens	GCF_033658165.1	Yes	SET_3844
GCA_033658805.1	SAMN37555617	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:05.308	2023	_NA_	China	29-09-2022	Homo sapiens	GCF_033658805.1	Yes	SET_3844
GCA_016729975.1	SAMN17083328	Aeromonas dhakensis	Chinese Center for Disease Control and Prevention	Illumina MiSeq	2020-12-15T09:15:06.393	2020	stool	China: Anhui, Maanshan	15-08-2017	Homo sapiens	GCF_016729975.1	Yes	SET_3846
GCA_963890915.1	SAMEA115016519	Aeromonas dhakensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:08.948	2024	_NA_	not collected	not collected	_NA_	GCF_963890915.1	Yes	SET_3846
GCA_945828025.1	SAMEA110360306	uncultured Eubacterium sp.	EMG	NextSeq 500	2022-07-15T08:11:14.370	2022	pig gut metagenome	Germany	01-08-2016	_NA_	GCF_945828025.1	Yes	SET_3847
GCA_945877715.1	SAMEA110402206	uncultured Eubacterium sp.	EMG	NextSeq 500	2022-07-22T13:12:53.886	2022	pig gut metagenome	Germany	01-08-2016	_NA_	GCF_945877715.1	Yes	SET_3847
GCA_900765115.1	SAMEA5279038	uncultured Collinsella sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:15:43.853	2019	human stool	USA	01-01-2018	_NA_	na	No	SET_3848
GCA_902484875.1	SAMEA5852845	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:53.603	2019	human gut	USA	_NA_	_NA_	na	No	SET_3848
GCA_035398285.1	SAMN32865080	Sediminibacterium sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.213	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_385
GCA_036768235.1	SAMN28746724	Chitinophagaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:37.496	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_385
GCA_900771305.1	SAMEA5279133	Kiritimatiellia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:16:58.153	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900771305.1	Yes	SET_3850
GCA_902487935.1	SAMEA5853148	uncultured Verrucomicrobiota bacterium	EMG	Illumina	2019-08-07T10:19:03.383	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3850
GCA_949533705.1	SAMEA112730833	Alistipes sp. UBA6068	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.536	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3855
GCA_949548015.1	SAMEA112731061	Alistipes sp. UBA6068	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:32.370	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_3855
GCA_000272125.2	SAMN02470501	Vibrio splendidus ZF-90	Broad Institute	Illumina GAII; Illumina GI	2013-12-19T13:24:52.393	2013	filtered seawater (64um filter)	USA: Massachusetts	2006-09	_NA_	GCF_000272125.2	Yes	SET_3856
GCA_963861875.1	SAMEA115016950	Vibrio splendidus ZF-90	Nanjing Agriculture University	not collected	2024-03-02T10:03:22.358	2024	_NA_	not collected	not collected	_NA_	GCF_963861875.1	Yes	SET_3856
GCA_900761685.1	SAMEA5279529	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:22:09.930	2019	human stool	USA	01-01-2018	_NA_	GCF_900761685.1	Yes	SET_3858
GCA_902484005.1	SAMEA5852754	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:18:50.853	2019	human gut	USA	_NA_	_NA_	na	No	SET_3858
GCA_902479865.1	SAMEA5852334	uncultured Lachnoclostridium sp.	EMG	Illumina	2019-08-07T10:18:37.306	2019	human gut	Singapore	_NA_	_NA_	na	No	SET_386
GCA_900551225.1	SAMEA4892002	uncultured Clostridium sp.	EBI	Illumina	2019-02-08T12:13:12.366	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_386
GCA_900769095.1	SAMEA5280050	Methanobacteriaceae archaeon	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:28:50.246	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900769095.1	Yes	SET_3860
GCA_902486645.1	SAMEA5853022	uncultured Methanobrevibacter sp.	EMG	Illumina	2019-08-07T10:18:59.120	2019	human gut	not provided	_NA_	_NA_	na	No	SET_3860
GCA_035404645.1	SAMN32865762	Thermoanaerobaculia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.737	2023	Activated sludge of municipal wastewater treatment plants	Hong Kong	06-03-2015	_NA_	na	No	SET_3861
GCA_036745615.1	SAMN28747041	Acidobacteriota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:36.460	2022	sludge	Hong Kong	06-03-2015	_NA_	na	No	SET_3861
GCA_023534435.1	SAMN27592188	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-14T22:43:04.060	2022	_NA_	China:Zhejiang	2020	chicken	GCF_023534435.1	Yes	SET_3862
GCA_023535145.1	SAMN27409185	Escherichia coli	Zhejiang Academy of Agricultural Sciences	Illumina HiSeq	2022-04-07T23:53:04.462	2022	_NA_	China:Zhejiang	2020	chicken	GCF_023535145.1	Yes	SET_3862
GCA_035329605.1	SAMN32809441	Fimbriimonadaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.280	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_3864
GCA_036788635.1	SAMN28748825	Fimbriimonadaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T06:45:39.526	2022	sludge	Argentina	Missing	_NA_	na	No	SET_3864
GCA_015556515.1	SAMN15532962	Parabacteroides distasonis	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:20.943	2020	stool	USA	31-10-2016	Homo sapiens	GCF_015556515.1	Yes	SET_3866
GCA_028329715.1	SAMN31322701	Parabacteroides distasonis	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:14.670	2022	_NA_	USA	31-10-2016	Homo sapiens	GCF_028329715.1	Yes	SET_3866
GCA_000952155.1	SAMN03354289	Aliterella atlantica CENA595	UNESP-FCAV	Illumina MiSeq	2015-02-19T12:40:49.073	2015	sea water column at depth of maximum chlorophyll layer	Brazil: continental shelf of Atlantic Ocean's Brazilian shore	2012-11	_NA_	GCF_000952155.1	Yes	SET_3868
GCA_963866605.1	SAMEA115017121	Aliterella atlantica CENA595	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.771	2024	_NA_	not collected	not collected	_NA_	GCF_963866605.1	Yes	SET_3868
GCA_902479945.1	SAMEA5852345	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:37.650	2019	human gut	Germany	_NA_	_NA_	na	No	SET_3869
GCA_900549475.1	SAMEA4891827	uncultured Eubacteriales bacterium	EBI	Illumina	2019-01-28T10:10:24.730	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_3869
