SetID	Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present
SET_4053	Different: GCA_005844525.1 | GCA_015550315.1	Different: SAMN10863249 | SAMN15532626	Same: Lactobacillus gasseri	Same: Icahn School of Medicine at Mount Sinai	Same: Illumina HiSeq	Different: 2019-02-01T16:08:04.676 | 2020-07-14T14:32:15.600	Different: 2019 | 2020	Same: stool	Same: USA	Same: 14-03-2016	Same: Homo sapiens	Different: GCF_005844525.1 | GCF_015550315.1	Same: Yes
SET_4054	Different: GCA_002172955.1 | GCA_002689225.1	Different: SAMN06971858 | SAMN07618278	Different: Afipia sp. TMED4 | Afipia sp.	Same: Tara Oceans Consortium	Same: Illumina HiSeq	Different: 2017-05-12T20:08:10.060 | 2017-09-07T19:28:06.880	Same: 2017	Different: seawater | marine water sample	Same: Mediterranean Sea	Same: 2009	Same: not applicable	Same: na	Same: No
SET_4055	Different: GCA_902383905.1 | GCA_000404225.1	Different: SAMEA5851664 | SAMN03081468	Different: Candidatus Methanomassiliicoccus intestinalis | Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	Different: EMG | Universite d'Auvergne	Different: Illumina | 454	Different: 2019-08-07T10:18:16.133 | 2014-09-26T10:52:21.313	Different: 2019 | 2014	Different: human gut | enrichment culture from feces	Different: not provided | France	Same: _NA_	Different: _NA_ | Homo sapiens	Different: GCF_902383905.1 | GCF_000404225.1	Same: Yes
SET_4056	Different: GCA_949546955.1 | GCA_949552225.1	Different: SAMEA112731154 | SAMEA112730705	Same: Porphyromonadaceae bacterium UBA3317	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:34.880 | 2023-03-08T08:34:21.050	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_4057	Different: GCA_945827855.1 | GCA_945876385.1	Different: SAMEA110360275 | SAMEA110402026	Same: uncultured Veillonellaceae bacterium	Same: EMG	Same: NextSeq 500	Different: 2022-07-15T08:11:13.600 | 2022-07-22T13:12:48.536	Same: 2022	Same: pig gut metagenome	Same: Germany	Same: 01-08-2016	Same: _NA_	Same: na	Same: No
SET_4058	Different: GCA_014529985.1 | GCA_018682335.1	Different: SAMN16078397 | SAMN17977568	Different: Leucobacter sp. cx-42 | Leucobacter sp. CX42	Different: China CDC | National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Contr	Same: Illumina HiSeq PE150	Different: 2020-09-08T07:05:05.610 | 2021-02-18T10:15:05.673	Different: 2020 | 2021	Different: intestinal contents | intestinal content	Different: China: Poyang Lake, Jiangxi Province | China: Jiangxi provience	Same: 2019	Different: Procambarus clarkii | crawfish	Different: GCF_014529985.1 | GCF_018682335.1	Same: Yes
SET_4059	Different: GCA_900555455.1 | GCA_902482975.1	Different: SAMEA4892435 | SAMEA5852652	Same: uncultured Robinsoniella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:16.010 | 2019-08-07T10:18:47.243	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_406	Different: GCA_035397085.1 | GCA_036743455.1	Different: SAMN32865141 | SAMN28746646	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:07.773 | 2022-05-30T04:53:36.510	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Hong Kong	Same: 26-01-2015	Same: _NA_	Same: na	Same: No
SET_4060	Different: GCA_003384195.1 | GCA_005774125.1 | GCA_005937745.1	Different: SAMN07656234 | SAMN11605663 | SAMN09289899	Same: Cutibacterium acnes	Same: University of Washington	Different: Illumina | Illumina MiSeq	Different: 2017-09-15T17:00:03.537 | 2019-05-08T16:59:05.260 | 2018-05-31T15:15:18.870	Different: 2017 | 2019 | 2018	Different: tissue right shoulder collar membrame | Tissue Right Shoulder COLLAR MEMBRANE	Different: USA: Seattle | USA	Different: Missing | 27-10-2015	Same: Homo sapiens	Different: GCF_003384195.1 | GCF_005774125.1 | GCF_005937745.1	Same: Yes
SET_4064	Different: GCA_900555035.1 | GCA_902481095.1	Different: SAMEA4892395 | SAMEA5852465	Same: uncultured Prevotella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:15:17.063 | 2019-08-07T10:18:41.400	Same: 2019	Same: human gut	Different: _NA_ | China	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4068	Different: GCA_003282805.1 | GCA_902516455.1	Different: SAMN08886046 | SAMEA6077382	Different: SAR116 cluster bacterium AG-325-K06 | uncultured SAR116 cluster alpha proteobacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:09.823 | 2019-10-26T18:18:58.540	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Pacific Ocean | _NA_	Same: 29-11-2010	Same: _NA_	Same: na	Same: No
SET_4069	Different: GCA_035441565.1 | GCA_036755725.1	Different: SAMN32867631 | SAMN28747592	Same: Fidelibacterota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T12:45:09.830 | 2022-05-30T05:28:36.500	Different: 2023 | 2022	Different: Aquaculture farm sediments | sediment; sludge; water	Different: Hong Kong | Missing	Same: Missing	Same: _NA_	Same: na	Same: No
SET_407	Different: GCA_036677345.1 | GCA_036677465.1	Different: SAMN32360786 | SAMN34210186	Same: Dehalococcoides mccartyi	Same: Chinese Academy of Sciences	Same: Illumina NovaSeq	Different: 2022-12-22T03:18:05.383 | 2023-04-17T04:45:07.037	Different: 2022 | 2023	Different: culture enriched with TCEP 20 mg/L amendment from sediment in ELVs dismantling site; transfer 14.0 in DhZhu medium with mix-carbon source | sediment in ELVs dismantling site; transfer 14.0 in DhZhu medium with mix-carbon source	Same: China: Guangzhou	Same: 20-02-2021	Same: _NA_	Different: GCF_036677345.1 | GCF_036677465.1	Same: Yes
SET_4070	Different: GCA_900540515.1 | GCA_902479885.1	Different: SAMEA4890931 | SAMEA5852351	Same: uncultured Desulfovibrio sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:02:37.493 | 2019-08-07T10:18:37.820	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Different: GCF_900540515.1 | GCF_902479885.1	Same: Yes
SET_4071	Different: GCA_003568885.1 | GCA_902386165.1	Different: SAMN09908147 | SAMEA5851851	Same: Streptococcus anginosus	Different: Aarhus University | EMG	Different: Illumina MiSeq | Illumina	Different: 2018-08-24T02:49:04.210 | 2019-08-07T10:18:22.163	Different: 2018 | 2019	Different: human fecal sample | human gut	Different: Denmark | not provided	Different: 2016 | _NA_	Different: Homo sapiens | _NA_	Different: GCF_003568885.1 | GCF_902386165.1	Same: Yes
SET_4074	Different: GCA_023715385.1 | GCA_023714245.1	Different: SAMN28071809 | SAMN27921981	Different: Paenibacillus motobuensis | Paenibacillus lutimineralis	Same: Jet Propulsion Laboratory	Same: Illumina HiSeq	Different: 2022-05-03T18:25:04.513 | 2022-04-27T19:04:04.483	Same: 2022	Different: spacecraft surface | Cleanroom	Same: USA	Same: 10-04-2003	Same: _NA_	Different: GCF_023715385.1 | GCF_023714245.1	Same: Yes
SET_4075	Different: GCA_002170955.2 | GCA_002689525.1	Different: SAMN06972016 | SAMN07619922	Different: Rhizobiales bacterium TMED162 | Rhodobiaceae bacterium	Different: University of Southern California | Tara Oceans Consortium	Same: Illumina HiSeq	Different: 2017-05-12T20:08:12.580 | 2017-09-07T19:36:18.567	Same: 2017	Different: seawater | marine water sample	Same: Mediterranean Sea	Same: 2009	Same: not applicable	Same: na	Same: No
SET_408	Different: GCA_000159855.2 | GCA_902374115.1	Different: SAMN02463693 | SAMEA5850840	Different: Bacteroides sp. 3_2_5 | Bacteroides fragilis	Different: Broad Institute | EMG	Different: 454 | Illumina	Different: 2013-12-18T11:11:27.180 | 2019-08-07T10:17:49.960	Different: 2013 | 2019	Different: Missing | human gut	Different: not determined | not provided	Different: not determined | _NA_	Different: Homo sapiens | _NA_	Different: GCF_000159855.2 | GCF_902374115.1	Same: Yes
SET_4080	Different: GCA_005773935.1 | GCA_005937145.1	Different: SAMN11605676 | SAMN09289915	Same: Cutibacterium acnes	Same: University of Washington	Same: Illumina MiSeq	Different: 2019-05-08T16:59:05.493 | 2018-05-31T15:15:19.127	Different: 2019 | 2018	Different: CAPSULE | Capsule	Same: USA	Same: 19-08-2014	Different: Homo sapiens | _NA_	Different: GCF_005773935.1 | GCF_005937145.1	Same: Yes
SET_4081	Different: GCA_013415415.1 | GCA_015234535.1	Different: SAMN15420194 | SAMN16540229	Same: Actinomyces bowdenii	Same: King's College London	Same: Illumina HiSeq	Different: 2020-07-01T17:42:03.973 | 2020-10-25T11:51:05.530	Same: 2020	Same: Oral	Same: United Kingdom	Same: 2019	Same: Mus musculus	Different: GCF_013415415.1 | GCF_015234535.1	Same: Yes
SET_4083	Different: GCA_900764705.1 | GCA_902484785.1	Different: SAMEA5280175 | SAMEA5852834	Same: uncultured Collinsella sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:30:28.226 | 2019-08-07T10:18:53.290	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Same: na	Same: No
SET_4084	Different: GCA_003311975.1 | GCA_963895755.1	Different: SAMN09261055 | SAMEA115017716	Same: Vibrio paracholerae	Different: CDC | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2018-05-25T12:50:06.690 | 2024-03-02T10:03:47.529	Different: 2018 | 2024	Different: wound | _NA_	Different: USA: Florida | not collected	Same: 2017	Same: _NA_	Different: GCF_003311975.1 | GCF_963895755.1	Same: Yes
SET_4085	Different: GCA_000296445.1 | GCA_902374735.1	Different: SAMN02595396 | SAMEA5850912	Different: Slackia piriformis YIT 12062 | Slackia piriformis	Different: Broad Institute | EMG	Same: Illumina	Different: 2014-01-23T10:15:20.266 | 2019-08-07T10:17:52.240	Different: 2014 | 2019	Different: _NA_ | human gut	Different: _NA_ | not provided	Same: _NA_	Same: _NA_	Different: GCF_000296445.1 | GCF_902374735.1	Same: Yes
SET_4086	Different: GCA_900766135.1 | GCA_902485105.1	Different: SAMEA5279213 | SAMEA5852865	Different: Paenibacillaceae bacterium | uncultured Paenibacillus sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:17:56.753 | 2019-08-07T10:18:54.260	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900766135.1 | GCF_902485105.1	Same: Yes
SET_4088	Different: GCA_902481455.1 | GCA_900545095.1	Different: SAMEA5852498 | SAMEA4891393	Different: uncultured Bacillota bacterium | uncultured Eubacteriales bacterium	Different: EMG | EBI	Same: Illumina	Different: 2019-08-07T10:18:42.400 | 2019-02-08T12:13:08.226	Same: 2019	Same: human gut	Different: USA | _NA_	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_409	Different: GCA_900760215.1 | GCA_902483585.1	Different: SAMEA5279624 | SAMEA5852715	Same: uncultured Collinsella sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:23:19.703 | 2019-08-07T10:18:49.620	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Same: na	Same: No
SET_4091	Different: GCA_900555815.1 | GCA_902480215.1	Different: SAMEA4892471 | SAMEA5852376	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:15:48.306 | 2019-08-07T10:18:38.540	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4094	Different: GCA_035400045.1 | GCA_036845785.1	Different: SAMN32865593 | SAMN28751720	Same: Candidatus Moraniibacteriota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T11:15:07.160 | 2022-05-30T08:18:37.796	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_4098	Different: GCA_035441845.1 | GCA_036732585.1	Different: SAMN32867619 | SAMN28746235	Same: Kouleothrix sp.	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T12:45:09.720 | 2022-05-30T03:55:37.070	Different: 2023 | 2022	Different: Biofilm of wastewater treatment plant | sediment; sludge; water	Different: Hong Kong | Missing	Same: Missing	Same: _NA_	Same: na	Same: No
SET_4099	Different: GCA_900538705.1 | GCA_902467635.1 | GCA_905211275.1	Different: SAMEA4890752 | SAMEA5850459 | SAMEA7847311	Different: uncultured Porphyromonadaceae bacterium | uncultured Barnesiella sp.	Different: EBI | EMG	Different: Illumina | Illumina Genome Analyzer II	Different: 2019-01-28T10:00:54.756 | 2019-08-07T10:17:38.443 | 2021-01-27T11:02:04.873	Different: 2019 | 2021	Same: human gut	Different: _NA_ | Denmark	Different: _NA_ | not provided	Same: _NA_	Same: na	Same: No
SET_41	Different: GCA_014856585.1 | GCA_013141905.1	Different: SAMN12518057 | SAMN11394157	Different: Bacillus subtilis | Bacillus sp. seq1	Same: Mohammad Ali Jinnah University	Same: Illumina HiSeq	Different: 2019-08-07T09:25:03.367 | 2019-04-11T04:05:07.787	Same: 2019	Same: leaves	Different: Pakistan: Sindh | Pakistan: Hyderabad	Different: 2015 | 2014	Same: mango	Different: GCF_014856585.1 | GCF_013141905.1	Same: Yes
SET_410	Different: GCA_902387145.1 | GCA_002165855.1	Different: SAMEA5851934 | SAMN03457022	Different: Campylobacteraceae bacterium | Campylobacter concisus	Different: EMG | Institute of Environmental Science and Research (ESR)	Different: Illumina | Illumina MiSeq	Different: 2019-08-07T10:18:24.650 | 2015-04-01T19:23:24.000	Different: 2019 | 2015	Different: human gut | stool	Different: not provided | South Africa	Different: _NA_ | 1996	Different: _NA_ | Homo sapiens	Different: GCF_902387145.1 | GCF_002165855.1	Same: Yes
SET_4101	Different: GCA_900545835.1 | GCA_902481665.1	Different: SAMEA4891469 | SAMEA5852529	Same: uncultured Collinsella sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:07:19.400 | 2019-08-07T10:18:43.446	Same: 2019	Same: human gut	Different: _NA_ | Netherlands	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_4102	Different: GCA_021650055.1 | GCA_021650105.1	Different: SAMN22215353 | SAMN22215352	Same: Enterobacter bugandensis	Same: UMR9198, Universite Paris Saclay	Same: Illumina MiniSeq	Different: 2021-10-11T16:28:04.490 | 2021-10-11T16:28:04.477	Same: 2021	Same: baby blood culture	Same: France	Same: not collected	Same: Homo sapiens	Different: GCF_021650055.1 | GCF_021650105.1	Same: Yes
SET_4104	Different: GCA_003632845.1 | GCA_963880565.1	Different: SAMN09478028 | SAMEA115017781	Same: Pseudomonas aeruginosa	Different: University of Tartu | Nanjing Agriculture University	Different: Illumina HiSeq 2500 | not collected	Different: 2018-06-25T01:36:08.610 | 2024-03-02T10:03:48.638	Different: 2018 | 2024	Same: _NA_	Different: Estonia | not collected	Different: 2012 | not collected	Different: Homo sapiens | _NA_	Different: GCF_003632845.1 | GCF_963880565.1	Same: Yes
SET_4105	Different: GCA_001936535.1 | GCA_001983245.1	Different: SAMN06187702 | SAMN06187705	Same: Yersinia enterocolitica	Same: Istituto Zooprofilattico Sperimentale del Piemonte, Liguria e Valle d'Aosta	Same: Illumina MiSeq	Different: 2016-12-28T08:52:04.593 | 2016-12-28T09:18:04.966	Same: 2016	Different: muscle tissue from wild boar carcass | muscle tissue from wild boar carcass n.1	Same: Italy: Piedmont	Same: 2014	Same: _NA_	Different: GCF_001936535.1 | GCF_001983245.1	Same: Yes
SET_4106	Different: GCA_011774145.1 | GCA_011777365.1	Different: SAMN13684353 | SAMN13684192	Same: Thermoplasmata archaeon	Same: Maharaja Krishnakumarsinhji Bhavnagar University	Same: Illumina HiSeq	Different: 2019-12-27T05:14:08.026 | 2019-12-27T05:14:05.413	Same: 2019	Same: Pelagic sediment	Same: India: Gulf of Kutch	Same: 2017-05	Same: _NA_	Same: na	Same: No
SET_4107	Different: GCA_001039555.1 | GCA_963865605.1	Different: SAMEA3146263 | SAMEA115017147	Same: Crocosphaera watsonii WH 8502	Different: UCSC | Nanjing Agriculture University	Different: _NA_ | not collected	Different: 2014-11-30T12:05:34.760 | 2024-03-02T10:03:28.192	Different: 2014 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_001039555.1 | GCF_963865605.1	Same: Yes
SET_4108	Different: GCA_002211365.1 | GCA_002211385.1	Different: SAMN04304761 | SAMN04304762	Different: Rhizobium sp. R711 | Rhizobium sp. R72	Same: Centro de Ciencias Genomicas UNAM	Same: Illumina MiSeq	Same: 2015-12-01T12:34:17.000	Same: 2015	Same: legume-root nodule	Same: Mexico: Tepoztlan, Morelos	Same: 2013	Same: Phaseolus vulgaris	Different: GCF_002211365.1 | GCF_002211385.1	Same: Yes
SET_4109	Different: GCA_900763975.1 | GCA_902484615.1	Different: SAMEA5279536 | SAMEA5852813	Different: Clostridia bacterium | uncultured Oscillospiraceae bacterium	Different: DOE JGI | EMG	Different: Illumina HiSeq 4000 | Illumina	Different: 2019-02-01T10:22:15.186 | 2019-08-07T10:18:52.666	Same: 2019	Different: human stool | human gut	Same: China	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900763975.1 | na	Different: Yes | No
SET_4113	Different: GCA_036736565.1 | GCA_035394665.1	Different: SAMN28746658 | SAMN32865266	Different: Syntrophaceae bacterium | Smithellaceae bacterium	Different: Helmholtz Centre for Environmental Research - UFZ | CLUE-TERRA	Different: Illumina | Illumina MiSeq	Different: 2022-05-30T04:53:36.650 | 2023-01-22T10:56:08.993	Different: 2022 | 2023	Different: sludge | Activated sludge of municipal wastewater treatment plants	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
SET_4114	Different: GCA_017599245.1 | GCA_023154655.1	Different: SAMN18435830 | SAMN25419428	Same: Enterobacter kobei	Same: Sir Run Run Shaw Hospital	Different: Illumina HiSeq | Illumina	Different: 2021-03-22T23:32:07.906 | 2022-01-30T06:08:06.300	Different: 2021 | 2022	Same: sputum	Same: China	Different: 03-12-2012 | 2012	Same: Homo sapiens	Different: GCF_017599245.1 | GCF_023154655.1	Same: Yes
SET_4116	Different: GCA_003050125.1 | GCA_963878265.1	Different: SAMN08099576 | SAMEA115017662	Same: Vibrio splendidus	Different: Station Biologique Roscoff (CNRS/UMPC) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2017-11-26T18:59:05.003 | 2024-03-02T10:03:46.639	Different: 2017 | 2024	Different: Filtered seawater (64 uM filter) | _NA_	Different: USA: Plum Island, MA | not collected	Different: 28-04-2006 | not collected	Same: _NA_	Different: GCF_003050125.1 | GCF_963878265.1	Same: Yes
