Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	IsolationSource	GeoLocName	CollectionDate	Host
GCA_949506035.1	SAMEA112731236	uncultured Alistipes sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:38.233	mouse gut metagenome	USA	2018-01-15	
GCA_949553005.1	SAMEA112730757	uncultured Alistipes sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:22.640	mouse gut metagenome	USA	2018-01-15	
GCA_003312065.1	SAMN09261052	Vibrio paracholerae	CDC	Illumina MiSeq	2018-05-25T12:50:06.646	stool	USA: Nebraska	2016	
GCA_963896395.1	SAMEA115017720	Vibrio paracholerae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.582		not collected	2016	
GCA_902483695.1	SAMEA5852603	uncultured Pseudomonadota bacterium	EMG	Illumina	2019-08-07T10:18:45.760	human gut	Spain		
GCA_900557785.1	SAMEA4892661	uncultured Alphaproteobacteria bacterium	EBI	Illumina	2019-01-28T10:17:25.976	human gut			
GCA_902486665.1	SAMEA5853028	uncultured Christensenella sp.	EMG	Illumina	2019-08-07T10:18:59.306	human gut	not provided		
GCA_900769165.1	SAMEA5278353	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:06:39.640	human stool	Fiji	2018-01-01	
GCA_000347555.1	SAMN02470649	Vibrio harveyi AOD131	Food Industry Research and Development Institute	llumina	2013-12-19T13:25:03.380		Taiwan: Kaohsiung		Epinephelus lanceolatus
GCA_963862185.1	SAMEA115015365	Vibrio harveyi AOD131	Nanjing Agriculture University	not collected	2024-03-02T10:02:27.997		not collected	not collected	
GCA_902483215.1	SAMEA5852675	uncultured Christensenellaceae bacterium	EMG	Illumina	2019-08-07T10:18:48.273	human gut	USA		
GCA_900544575.1	SAMEA4891340	uncultured Eubacteriales bacterium	EBI	Illumina	2019-01-28T10:06:10.196	human gut			
GCA_037168645.1	SAMN39783950	Vibrio parahaemolyticus	Huzhou CDC	Illumina NovaSeq	2024-02-03T19:46:05.280	feces	China	2023-08-19	Homo sapiens
GCA_040010855.1	SAMN41518096	Vibrio parahaemolyticus	Huzhou CDC	Illumina	2024-05-24T04:35:06.893	patient	China:Huzhou	2023	Homo sapiens
GCA_036789985.1	SAMN28749007	Thermodesulfobacteriota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T06:45:42.376	sediment; sludge; water	missing	missing	
GCA_035441605.1	SAMN32867628	Deltaproteobacteria bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:45:09.803	Aquaculture farm sediments	Hong Kong	Missing	
GCA_019294705.1	SAMN20229049	Staphylococcus aureus	Shandong Academy of Agricultural Sciences	Illumina NovaSeq	2021-07-14T21:52:23.973	milk	China: Shandong	2018-06	
GCA_019294875.1	SAMN20239738	Staphylococcus aureus	Shandong Academy of Agricultural Sciences	Illumina NovaSeq	2021-07-15T06:22:05.840	Retail pork	China: Shandong	2018-12	
GCA_003013515.1	SAMN07972600	Aeromonas veronii	Research Center of Fish Disease	Illumina HiSeq	2017-11-02T21:51:04.606	liver	China	2017-08-05	
GCA_963878935.1	SAMEA115017645	Aeromonas veronii	Nanjing Agriculture University	not collected	2024-03-02T10:03:41.209		not collected	not collected	
GCA_902483515.1	SAMEA5852710	uncultured Prevotellaceae bacterium	EMG	Illumina	2019-08-07T10:18:49.480	human gut	USA		
GCA_900759955.1	SAMEA5279318	Bacteroidales bacterium	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:19:14.813	human stool	USA	2018-01-01	
GCA_900770635.1	SAMEA5279762	uncultured Alistipes sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:25:01.176	human stool	Fiji	2018-01-01	
GCA_902487525.1	SAMEA5853111	uncultured Alistipes sp.	EMG	Illumina	2019-08-07T10:19:02.230	human gut	not provided		
GCA_900545375.1	SAMEA4891425	uncultured Rothia sp.	EBI	Illumina	2019-01-28T10:07:03.030	human gut			
GCA_902482745.1	SAMEA5852629	uncultured Rothia sp.	EMG	Illumina	2019-08-07T10:18:46.540	human gut	USA		
GCA_003858795.1	SAMN10476574	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.756	Gut	China:Guangdong	2015	Homo sapiens
GCA_009822855.1	SAMN11928133	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:07.150	feces	missing	missing	Homo sapiens
GCA_900539315.1	SAMEA4890813	uncultured Granulicatella sp.	EBI	Illumina	2019-01-28T10:01:29.203	human gut			
GCA_902479935.1	SAMEA5852344	uncultured Streptococcus sp.	EMG	Illumina	2019-08-07T10:18:37.620	human gut	USA		
GCA_900759925.1	SAMEA5280026	uncultured Butyricimonas sp.	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:28:32.166	human stool	USA	2018-01-01	
GCA_902483555.1	SAMEA5852709	uncultured Butyricimonas sp.	EMG	Illumina	2019-08-07T10:18:49.446	human gut	USA		
GCA_005843885.1	SAMN07759781	Escherichia sp. E4742	Hong Kong University of Science and Technology	PacBio	2017-10-09T02:04:04.870		Hong Kong	2009-09-30	
GCA_005781185.1	SAMN07759781	Escherichia sp. E4742	HongKong University of Science and Technology	Illumina HiSeq	2017-10-09T02:04:04.870		Hong Kong	2009-09-30	
GCA_933217695.1	SAMEA13317840	Staphylococcus aureus	istituto zooprofilattico sperimentale della lombardia e dell'emilia romagna-i.z.s.l.e.r.		2022-03-10T08:10:19.136	SWAB FROM SKIN TISSUE	Italy	2018	Sus scrofa
GCA_936275985.1	SAMEA13317839	Staphylococcus aureus	istituto zooprofilattico sperimentale della lombardia e dell'emilia romagna-i.z.s.l.e.r.	Illumina MiniSeq	2022-03-10T08:10:19.120	SWAB FROM SKIN TISSUE	Italy	2018	Sus scrofa
GCA_005845105.1	SAMN10863275	Clostridium sp. BSD2780061688st1 E8	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:05.140	stool	USA	2017-12-18	Homo sapiens
GCA_015557495.1	SAMN15532505	Clostridium sp. BSD2780061688b_171218_E8	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:13.356	stool	USA	2017-12-18	Homo sapiens
GCA_035325025.1	SAMN32809288	Rubrivivax sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.737	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036724445.1	SAMN28745793	Rubrivivax sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:38.510	sludge	Argentina	missing	
GCA_035393445.1	SAMN32865327	bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.587	Activated sludge of municipal wastewater treatment plants	USA	2015-01-07	
GCA_036825275.1	SAMN28750820	bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:37.400	sludge	USA	2015-01-07	
GCA_000819705.1	SAMEA2752427	Aeromonas dhakensis	UCONNMISEQ	MiSeq	2014-11-20T08:05:24.306				
GCA_963866635.1	SAMEA115017109	Aeromonas dhakensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.530		not collected	not collected	
GCA_014235825.1	SAMN15755827	Escherichia coli	Nanjing Agricultural University	Illumina MiSeq	2020-08-07T03:26:04.383		China	2019-01-18	duck
GCA_018862635.1	SAMN19602614	Escherichia coli	Nanjing Agriculture University	Illumina NovaSeq	2021-06-08T06:54:05.170	missing	China:Jiangsu	2019-01-18	duck
GCA_006246355.1	SAMN07312760	Aeromonas veronii	University of Connecticut Graf Lab	Illumina MiSeq	2017-07-03T16:32:03.783	blood	not available	not available	Homo sapiens
GCA_963883005.1	SAMEA115017967	Aeromonas veronii	Nanjing Agriculture University	not collected	2024-03-02T10:03:59.398		not collected	not collected	
GCA_002964865.1	SAMN08537728	Gloeocapsopsis dulcis AAB1 = 1H9	Centro Nacional de Biotecnologia (CSIC)	Illumina MiSeq	2018-02-15T05:25:04.403		Chile: Atacama desert	2013	
GCA_963877155.1	SAMEA115017626	Gloeocapsopsis dulcis AAB1 = 1H9	Nanjing Agriculture University	not collected	2024-03-02T10:03:40.968		not collected	not collected	
GCA_035326285.1	SAMN32809223	Methylomusa anaerophila	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.087	Active sludge of wastewater treatment plant	missing	Missing	
GCA_036737835.1	SAMN28746731	Methylomusa anaerophila	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:37.580	sludge	missing	missing	
GCA_035329685.1	SAMN32809437	Acidimicrobiia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.243	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036746635.1	SAMN28746970	Actinomycetota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:35.616	sludge	Argentina	missing	
GCA_000819785.1	SAMEA2752423	Aeromonas caviae	UCONNMISEQ	MiSeq	2014-11-20T08:05:24.080				
GCA_963867205.1	SAMEA115017111	Aeromonas caviae	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.565		not collected	not collected	
GCA_001462315.1	SAMN03998887	Fibrobacteria bacterium AD111	The University of Queensland	Illumina HiSeq	2015-08-18T18:34:16.000	cellulose fed anaerobic digester inoculated with sludge	Australia	2012-02-06	
GCA_001603925.1	SAMN03837536	Fibrobacterales bacterium Fibro_03	University of Queensland	Illumina HiSeq	2015-07-01T20:01:10.000	3 replicate cellulose-degrading anaerobic digesters sampled at day 96 and day 362	Australia	2012-10-31	
GCA_900765975.1	SAMEA5279801	Lachnospiraceae bacterium	DOE JGI	Illumina Genome Analyzer II	2019-02-01T10:25:29.726	human stool	China	2018-01-01	
GCA_902487565.1	SAMEA5852860	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:54.103	human gut	China		
GCA_900545995.1	SAMEA4891492	uncultured Collinsella sp.	EBI	Illumina	2019-02-08T12:13:09.150	human gut			
GCA_902481815.1	SAMEA5852536	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:43.666	human gut	Netherlands		
GCA_900549455.1	SAMEA4891829	uncultured Collinsella sp.	EBI	Illumina	2019-02-08T12:13:11.430	human gut			
GCA_902481805.1	SAMEA5852535	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:43.633	human gut	Netherlands		
GCA_035435565.1	SAMN32867948	Comamonas denitrificans	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:07.013	Medicalfacilities Wastewater	Germany	2012-12-06	
GCA_036756645.1	SAMN28747482	Burkholderiaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:34.966	water	Germany	2012-12-06	
GCA_009765585.1	SAMN13068786	Escherichia coli	washington state university	Illumina MiSeq	2019-10-21T11:58:05.730	feces	Tanzania	2015-06-25	Chicken
GCA_009767695.1	SAMN13515653	Escherichia coli	washington state university	Illumina MiSeq	2019-12-09T16:26:06.306	feces	Tanzania	not applicable	chicken
GCA_003626735.1	SAMN10144258	Microbacterium sp. CGR2	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	Illumina GAIIx	2018-09-28T16:14:05.996		Chile: Atacama Desert, Alto Andino	2014-04	
GCA_018613975.1	SAMN18298974	Microbacterium sp. ISL-108	Instituto de Nutricion y Tecnologia de los Alimentos - Universidad de Chile	Illumina GAIIx	2021-03-14T04:17:07.036		Chile: Atacama Desert, between Atacama Salar and Lajia lagoon	2017-04	
GCA_000600015.1	SAMN02689320	Listeria monocytogenes	Department of Forensic Sciences	IonTorrent	2014-03-14T13:11:00.486	food	USA	2014-02-20	
GCA_000318055.1	SAMEA2272544	Listeria monocytogenes serotype 4b str. LL195	University of Vienna		2013-12-20T12:43:37.636				
GCA_000312145.1	SAMEA2272561	Alistipes senegalensis JC50	URMITE CNRS UMR 6236 IRD 198		2013-12-20T12:43:38.910	host stool sample	France:Marseille		Homo sapiens
GCA_902374845.1	SAMEA5850923	Alistipes senegalensis	EMG	Illumina	2019-08-07T10:17:52.553	human gut	not provided		
GCA_949546945.1	SAMEA112731173	Ileibacterium valens	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:35.536	mouse gut metagenome	USA	2018-01-15	
GCA_949551815.1	SAMEA112730722	Ileibacterium valens	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:21.523	mouse gut metagenome	USA	2018-01-15	
GCA_003253795.1	SAMN07206916	Hafnia alvei	Korea Food Research Institute	PacBio	2017-06-09T02:13:03.777	adult feces	South Korea: Bundang	2016-11-17	Homo sapiens
GCA_902387815.1	SAMEA5852013	Hafnia alvei	EMG	Illumina	2019-08-07T10:18:27.040	human gut	not provided		
GCA_949525935.1	SAMEA112730979	uncultured Bilophila sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:28.566	mouse gut metagenome	USA	2018-01-15	
GCA_949538105.1	SAMEA112731199	uncultured Bilophila sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:36.440	mouse gut metagenome	USA	2018-01-15	
GCA_949542365.1	SAMEA112730827	uncultured Eubacteriales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:24.390	mouse gut metagenome	USA	2018-01-15	
GCA_949547985.1	SAMEA112731055	uncultured Eubacteriales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:32.206	mouse gut metagenome	USA	2018-01-15	
GCA_035325045.1	SAMN32809289	Anaerolinea sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.747	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036734325.1	SAMN28746037	Anaerolinea sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:34.576	sludge	Argentina	missing	
GCA_003287585.1	SAMN07559289	Photorhabdus sp. S10-54	University of Bern	Illumina HiSeq	2017-08-25T09:49:02.670	soil	USA	2016-02-01	
GCA_963878145.1	SAMEA115012687	Photorhabdus sp. S10-54	Nanjing Agriculture University	not collected	2024-03-02T10:01:14.857		not collected	not collected	
GCA_900021165.1	SAMEA3858979	Paenibacillus phocaensis	URMITE	Illumina MP 250bp	2016-01-30T08:06:52.753				
GCA_902375905.1	SAMEA5851038	Paenibacillus phocaensis	EMG	Illumina	2019-08-07T10:17:55.883	human gut	not provided		
GCA_002632465.1	SAMN05375095	Xenorhabdus budapestensis	Goethe University	Illumina HiSeq	2016-07-12T02:28:02.620		Serbia	missing	Steinernema bicornutum
GCA_963875625.1	SAMEA115016106	Xenorhabdus budapestensis	Nanjing Agriculture University	not collected	2024-03-02T10:02:54.878		not collected	not collected	
GCA_004569635.1	SAMN11126838	Streptococcus sp. LYSM12	King's College London	Illumina HiSeq	2019-03-14T11:44:04.856	oral swab	United Kingdom	2015	Mus musculus C3H/Orl
GCA_015235265.1	SAMN16540194	Streptococcus sp. 19428wC2_LYSM12	King's College London	Illumina HiSeq	2020-10-25T11:51:04.690	Oral	United Kingdom	2015	Mus musculus
GCA_902386235.1	SAMEA5851859	Clostridium botulinum	EMG	Illumina	2019-08-07T10:18:22.413	human gut	Italy		
GCA_000711055.1	SAMN02869852	Clostridium botulinum A2 117	Army Medical and Veterinary Research Center	454; Illumina MiSeq	2014-06-23T09:15:44.577	feces	Italy: Campania	1996	Homo sapiens
GCA_033659045.1	SAMN37555601	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:05.163		China	2022-09-29	Homo sapiens
GCA_033659465.1	SAMN37555577	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:59:04.890		China	2022-09-29	Homo sapiens
GCA_034051595.1	SAMN37555362	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.769		China	2022-09-29	Homo sapiens
GCA_034052395.1	SAMN37555361	Bifidobacterium longum	Beijing YuGen Pharmaceutical Co., Ltd	Illumina HiSeq	2023-09-27T05:00:08.756		China	2022-09-29	Homo sapiens
GCA_003350165.1	SAMN09428654	Aeromonas caviae	University of Helsinki	Illumina HiSeq	2018-06-15T05:24:04.560		not applicable	not applicable	
GCA_963879285.1	SAMEA115017738	Aeromonas caviae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.856		not applicable	not collected	
GCA_002271195.1	SAMN06480792	Treponema pallidum subsp. pertenue	Veterinary Research Institute	Illumina NextSeq 500	2017-03-06T09:59:05.436	disease	Ghana	1988	Homo sapiens
GCA_002271235.1	SAMN06480828	Treponema pallidum subsp. pertenue	Veterinary Research Institute	Illumina NextSeq 500	2017-03-06T10:13:05.183	disease	Ghana	1980	Homo sapiens
GCA_000213555.1	SAMN02463862	Dysgonomonas gadei ATCC BAA-286	Broad Institute	454	2013-12-18T11:11:47.683	missing	not determined	not determined	Homo sapiens
GCA_902374305.1	SAMEA5850879	Dysgonomonas gade	EMG	Illumina	2019-08-07T10:17:51.290	human gut	not provided		
GCA_035337735.1	SAMN32810350	Anaerolineales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.933	Domestic waste water	Singapore	2015-06-19	
GCA_036722635.1	SAMN28745873	Anaerolineales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:39.760	sludge	Singapore	2015-06-19	
GCA_014076905.1	SAMN15641044	Colwellia sp. MB02u-7	University of Alaska Fairbanks	Illumina MiSeq	2020-07-24T15:56:07.800	bottom of first year landfast sea ice	USA: Point Barrow, Alaska	2016-04-12	
GCA_963889665.1	SAMEA115018278	Colwellia sp. MB02u-7	Nanjing Agriculture University	not collected	2024-03-02T10:04:09.645		not collected	not collected	
GCA_003282905.1	SAMN08886040	Pelagibacteraceae bacterium AG-325-F13	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:09.717	single cell amplified by WGA-X; seawater	Pacific Ocean	2010-11-29	
GCA_902515605.1	SAMEA6077309	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T18:18:55.993	marine water		2010-11-29	
GCA_900539245.1	SAMEA4890808	uncultured Porphyromonadaceae bacterium	EBI	Illumina	2019-01-28T10:01:26.146	human gut			
GCA_902483055.1	SAMEA5852663	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:47.650	human gut	USA		
GCA_000154825.1	SAMN02299418	Anaerofustis stercorihominis DSM 17244	Washington University Genome Sequencing Center		2013-08-02T12:07:39.130	missing	not determined	not determined	Homo sapiens
GCA_902373745.1	SAMEA5850808	Anaerofustis stercorihominis	EMG	Illumina	2019-08-07T10:17:49.023	human gut	not provided		
GCA_010287895.1	SAMN13870630	Proteus sp. G4468	nankai university	Illumina GAIIx	2020-01-15T21:55:04.023	missing	missing	missing	
GCA_963887785.1	SAMEA115018155	Proteus sp. G4468	Nanjing Agriculture University	not collected	2024-03-02T10:04:06.527		not collected	not collected	
GCA_001404615.1	SAMEA3545236	Mitsuokella jalaludinii	SC	SLX	2015-09-23T14:07:25.720	feces	United Kingdom	2013	Homo sapiens
GCA_902362545.1	SAMEA5849528	Mitsuokella jalaludinii	EMG	Illumina	2019-08-07T10:17:08.616	human gut	United Kingdom		
GCA_035325405.1	SAMN32809270	Bradyrhizobium sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.557	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036735945.1	SAMN28746538	Bradyrhizobium sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T04:53:35.123	sludge	Argentina	missing	
GCA_949487025.1	SAMEA112731284	Porphyromonadaceae bacterium UBA7145	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:39.713	mouse gut metagenome	USA	2018-01-15	
GCA_949550575.1	SAMEA112730782	Porphyromonadaceae bacterium UBA7145	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:23.310	mouse gut metagenome	USA	2018-01-15	
GCA_014237495.1	SAMN13483407	ANME-2 cluster archaeon	Shanghai Jiao Tong University	Illumina HiSeq	2019-12-05T02:49:04.903	cold seep sediment sample 8 MPa	Atlantic Ocean: Gulf of Cadiz	2006	
GCA_028286225.1	SAMN10688319	ANME-2 cluster archaeon	Shanghai Jiaotong UNI	Illumina HiSeq	2019-01-02T22:17:04.140	marine sediment from deep sea	Atlantic Ocean: Gulf of Cadiz	missing	
GCA_035327245.1	SAMN32809369	Anaerolineae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:07.587	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	
GCA_036826455.1	SAMN28750478	Anaerolineae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.066	sludge	Argentina	missing	
GCA_900762355.1	SAMEA5278753	uncultured Collinsella sp.	DOE JGI	Illumina HiSeq 2500	2019-02-01T10:11:55.743	human stool	Peru	2018-01-01	
GCA_902484255.1	SAMEA5852780	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:51.650	human gut	Peru		
GCA_000836735.1	SAMN03273301	Aeromonas sp. L_1B5_3	University of Malaya	Illumina HiSeq	2014-12-26T03:37:33.833	90 cm below water surface of man-made lake	Malaysia:Kuala Lumpur	2014-04-14	
GCA_963866575.1	SAMEA115017119	Aeromonas sp. L_1B5_3	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.736		Malaysia	not collected	
GCA_001153365.1	SAMEA859905	Yersinia kristensenii	SC	SLX	2011-02-14T19:07:09.250	feces	Finland	1984	Homo sapiens
