Organism.Name	TaxID	BioProject.Accession	BioProject.ID	Group	SubGroup	Size..Mb.	GC.	Replicons	WGS	Scaffolds	Genes	Proteins	Release.Date	Modify.Date	Status	Center	BioSample.Accession	Assembly.Accession	Reference	FTP.Path	Pubmed.ID	Strain	Actual.Size
Streptosporangiaceae bacterium	2339230	PRJNA883528	883528	Terrabacteria group	Actinomycetota	4.64753	61	-	JASIHZ01	978	-	-	2023/05/19	2023/05/19	Contig	National University of Singapore	SAMN35020622	GCA_030052035.1	-	-	-	JOPF530	4647533
Bryobacteraceae bacterium	2212468	PRJNA883528	883528	Acidobacteriota	Terriglobia	4.64753	61	-	JASIHF01	978	-	-	2023/05/19	2023/05/19	Contig	National University of Singapore	SAMN35020602	GCA_030050955.1	-	-	-	JOPF510	4647533
Klebsiella sp. 79945	3079096	PRJNA1023557	1023557	Pseudomonadota	Gammaproteobacteria	5.50713	57.3	-	JAWJRT01	134	5523	5291	2024/03/04	2024/03/06	Contig	the First Affiliated Hospital of Medical School	SAMN37663594	GCA_036999545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/999/545/GCF_036999545.1_ASM3699954v1	38295990	79945	5507126
Klebsiella pneumoniae	573	PRJNA870306	870306	Pseudomonadota	Gammaproteobacteria	5.50713	57.3	-	JANTEN01	134	-	-	2022/11/13	2022/11/13	Contig	Zhejiang university	SAMN30369276	GCA_026164185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/164/185/GCF_026164185.1_ASM2616418v1	-	PRKP06	5507126
Chlamydia muridarum str. Nigg	243161	PRJNA435732	435732	PVC group	Chlamydiota	1.07295	40.3	chromosome:NZ_CP027209.1/CP027209.1	-	1	936	885	2018/03/14	2022/01/11	Complete Genome	University of North Carolina at Chapel Hill	SAMN08595510	GCA_002997915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/997/915/GCF_002997915.1_ASM299791v1	-	Nigg	1072948
Chlamydia muridarum str. Nigg	243161	PRJNA435732	435732	PVC group	Chlamydiota	1.07295	40.3	chromosome:NZ_CP027207.1/CP027207.1	-	1	934	883	2018/03/14	2022/01/11	Complete Genome	University of North Carolina at Chapel Hill	SAMN08595512	GCA_002998175.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/175/GCF_002998175.1_ASM299817v1	-	Nigg	1072948
Psychromonas sp. Urea-02u-13	2058326	PRJNA420923	420923	Pseudomonadota	Gammaproteobacteria	4.74926	39	-	PJBZ01	320	4320	4122	2017/12/12	2021/12/24	Contig	University of Alaska Fairbanks	SAMN08125777	GCA_002835995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/835/995/GCF_002835995.1_ASM283599v1	-	Urea-02u-13	4749264
Psychromonas sp. Urea-02u-13	2058326	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.74926	39	-	CAWNTM01	320	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115017566	GCA_963877255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/877/255/GCA_963877255.1_ena-yuan-GCF_002835995.1	-	ena-yuan-GCF_002835995.1	4749264
Bacteroides ovatus	28116	PRJNA518912	518912	FCB group	Bacteroidota/Chlorobiota group	6.69036	41.9	-	SPGW01	103	5209	5071	2019/05/26	2022/10/06	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN10863220	GCA_005844955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/955/GCF_005844955.1_ASM584495v1	-	1001099st1_E5	6690361
Bacteroides ovatus	28116	PRJNA637878	637878	FCB group	Bacteroidota/Chlorobiota group	6.69036	41.9	-	JADMUQ01	103	5207	5040	2020/11/17	2022/10/07	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN15532859	GCA_015547195.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/547/195/GCA_015547195.1_ASM1554719v1	-	1001099B_141217_E5	6690361
Gabonibacter massiliensis	1720195	PRJEB11880	304242	FCB group	Bacteroidota/Chlorobiota group	3.39702	42.1	-	FAVK01	7	-	-	2015/11/29	2017/02/24	Scaffold	IHU - Mediterranee Infection	SAMEA3674818	GCA_001487125.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/125/GCF_001487125.1_Sanguibacteroides_massiliensis	-	GM7	3397023
Sanguibacteroides justesenii	1547597	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	3.39702	42.1	-	CABKVT01	7	-	-	2019/08/16	2019/08/16	Scaffold	EMG	SAMEA5851032	GCA_902375975.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/975/GCA_902375975.1_MGYG-HGUT-01529	-	MGYG-HGUT-01529	3397023
Acetivibrio ethanolgignens	290052	PRJNA300828	300828	Terrabacteria group	Bacillota	3.66025	41	-	LNAM01	229	3750	3551	2015/12/04	2022/03/31	Scaffold	BGI-shenzhen	SAMN04229414	GCA_001461035.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/461/035/GCF_001461035.1_ASM146103v1	-	ACET-33324	3660245
Acetivibrio ethanolgignens	290052	PRJEB33885	559126	Terrabacteria group	Bacillota	3.66025	41	-	CABMMD01	229	3765	3565	2019/08/16	2022/04/02	Scaffold	EMG	SAMEA5851969	GCA_902387445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/445/GCA_902387445.1_UHGG_MGYG-HGUT-02464	-	MGYG-HGUT-02464	3660245
Taylorella equigenitalis	29575	PRJNA938390	938390	Pseudomonadota	Betaproteobacteria	1.66853	37.5	chromosome:CP123864.1	-	1	1537	1480	2023/05/01	2023/05/01	Complete Genome	State Veterinary Institute Prague	SAMN34277031	GCA_029909655.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/909/655/GCF_029909655.1_ASM2990965v1	-	BA-6374-2019	1668531
Taylorella equigenitalis	29575	PRJNA938390	938390	Pseudomonadota	Betaproteobacteria	1.66853	37.5	chromosome:CP135977.1	-	1	1535	1478	2023/10/08	2023/10/08	Complete Genome	State Veterinary Institute Prague	SAMN34277029	GCA_032463665.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/463/665/GCA_032463665.1_ASM3246366v1	-	BA-750-2017	1668531
Clostridia bacterium	2044939	PRJNA925477	925477	Terrabacteria group	Bacillota	3.88201	60.6	-	DAOKXQ01	1351	4768	4668	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32809211	GCA_035323735.1	-	-	38289113	AMR_MDS_0002	3882014
Clostridia bacterium	2044939	PRJNA843551	843551	Terrabacteria group	Bacillota	3.88201	60.6	-	DAIRRW01	1351	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28749808	GCA_036804755.1	-	-	37994269	CTOTU54	3882014
Ileibacterium valens	1862668	PRJEB59335	931538	Terrabacteria group	Bacillota	2.35374	40.5	-	CAPYAZ01	188	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112409308	GCA_948737925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/737/925/GCF_948737925.1_MGBC136646	-	MGBC136646	2353742
Ileibacterium valens	1862668	PRJEB59335	931538	Terrabacteria group	Bacillota	2.35374	40.5	-	CARHEK01	188	-	-	2023/02/03	2023/02/04	Scaffold	UNIVERSITY OF CAMBRIDGE	SAMEA112409729	GCA_948986405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/948/986/405/GCF_948986405.1_MGBC137070	-	MGBC137070	2353742
Campylobacter coli	195	PRJNA774184	774184	Campylobacterota	Epsilonproteobacteria	1.71839	31.4	-	JAJEVV01	49	1824	1682	2021/10/31	2022/02/07	Contig	Instituto Nacional de Salud del Peru	SAMN22560240	GCA_020685295.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/685/295/GCA_020685295.1_ASM2068529v1	-	1.667-2014	1718394
Campylobacter coli	195	PRJNA721073	721073	Campylobacterota	Epsilonproteobacteria	1.71839	31.4	-	JAGTKD01	49	1825	1716	2022/02/09	2022/02/11	Contig	Instituto Nacional de Salud	SAMN18698553	GCA_022127825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/127/825/GCA_022127825.1_ASM2212782v1	35087501	1667-14	1718394
Burkholderia sp. 129	2020482	PRJNA393483	393483	Pseudomonadota	Betaproteobacteria	7.20114	68.1	-	NMVF01	107	6325	6099	2018/01/26	2022/08/20	Contig	University of Malaya	SAMN07334575	GCA_002900725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/900/725/GCF_002900725.1_ASM290072v1	-	129	7201137
Burkholderia pseudomallei	28450	PRJNA415330	415330	Pseudomonadota	Betaproteobacteria	7.20114	68.1	-	PDWD01	107	6325	6099	2018/02/07	2022/08/20	Contig	University of Malaya	SAMN07821523	GCA_002921005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/921/005/GCF_002921005.1_ASM292100v1	-	UM129	7201137
Citrobacter werkmanii	67827	PRJNA231221	231221	Pseudomonadota	Gammaproteobacteria	4.8851	52.5	chromosome:NZ_CP023504.1/CP023504.1	-	1	4689	4483	2017/09/28	2021/10/25	Complete Genome	US Food and Drug Administration 	SAMN07312408	GCA_002386385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/385/GCF_002386385.1_ASM238638v1	-	FDAARGOS_364	4885099
Citrobacter werkmanii	67827	PRJEB33885	559126	Pseudomonadota	Gammaproteobacteria	4.8851	52.5	chromosome 1:NZ_LR699014.1/LR699014.1	-	1	4684	4482	2019/08/09	2021/12/16	Complete Genome	EMG	SAMEA5852040	GCA_902388105.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/388/105/GCA_902388105.1_UHGG_MGYG-HGUT-02535	-	MGYG-HGUT-02535	4885099
SAR86 cluster bacterium BACL1 MAG-121022-bin58	1655622	PRJNA273799	273799	Pseudomonadota	Gammaproteobacteria	1.49509	40	-	LIDA01	252	1615	1411	2015/11/06	2015/11/06	Contig	Kungliga Tekniska Hogskolan	SAMN03742013	GCA_001438495.1	-	-	-	BACL1 MAG-121022-bin58	1495089
SAR86 cluster bacterium BACL1 MAG-121015-bin70	1655621	PRJNA273799	273799	Pseudomonadota	Gammaproteobacteria	1.49509	40	-	LICZ01	252	1615	1411	2015/11/06	2015/11/06	Contig	Kungliga Tekniska Hogskolan	SAMN03742012	GCA_001439525.1	-	-	-	BACL1 MAG-121015-bin70	1495089
Desulfobacteraceae bacterium	2049433	PRJNA593687	593687	Thermodesulfobacteriota	Desulfobacteria	5.09309	44	-	JAAXOH01	70	4410	4309	2020/08/18	2020/08/18	Contig	Shanghai Jiao Tong University	SAMN14548602	GCA_014237275.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/237/275/GCA_014237275.1_ASM1423727v1	32770005	Bin1	5093090
Desulfobacteraceae bacterium	2049433	PRJNA593687	593687	Thermodesulfobacteriota	Desulfobacteria	5.09309	44	-	JABZFM01	70	4404	4310	2020/08/18	2020/08/18	Contig	Shanghai Jiao Tong University	SAMN14584923	GCA_014237465.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/237/465/GCA_014237465.1_ASM1423746v1	32770005	Grevelingen_8MPa_metabat2.60	5093090
Staphylococcus aureus	1280	PRJNA721116	721116	Terrabacteria group	Bacillota	2.75005	32.7	-	JAGPWL01	28	2727	2496	2021/05/29	2022/06/10	Contig	University Montpellier Service de Microbiologie et Hygiene Hospitaliere CHU Nimes	SAMN18700162	GCA_018595875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/595/875/GCA_018595875.1_ASM1859587v1	-	STAAUR4	2750049
Staphylococcus aureus	1280	PRJNA905628	905628	Terrabacteria group	Bacillota	2.75005	32.7	-	JAPMXM01	28	2745	2591	2022/12/03	2022/12/03	Contig	University Montpellier Service de Microbiologie et Hygiene Hospitaliere CHU Nimes	SAMN31883424	GCA_026624645.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/624/645/GCF_026624645.1_ASM2662464v1	-	84P1	2750049
Campylobacter jejuni	197	PRJNA942088	942088	Campylobacterota	Epsilonproteobacteria	1.72893	30.4403	chromosome:CP120298.1; plasmid unnamed:CP120299.1	-	2	1815	1513	2023/08/14	2023/08/14	Complete Genome	Swiss Tropical and Public Health Institute	SAMN33677816	GCA_030720485.1	-	-	-	PS_7_2022	1728933
Campylobacter jejuni	197	PRJNA942088	942088	Campylobacterota	Epsilonproteobacteria	1.72893	30.4403	chromosome:CP120309.1; plasmid unnamed:CP120310.1	-	2	1820	1484	2023/08/14	2023/08/14	Complete Genome	Swiss Tropical and Public Health Institute	SAMN33677830	GCA_030720625.1	-	-	-	PS_14_2022	1728933
uncultured Eubacteriales bacterium	172733	PRJEB26432	517255	Terrabacteria group	Bacillota	3.00781	55.2	-	URCP01	175	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891521	GCA_900546315.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/546/315/GCA_900546315.1_UMGS874	-	UMGS874	3007809
uncultured Eubacteriales bacterium	172733	PRJEB33885	559126	Terrabacteria group	Bacillota	3.00781	55.2	-	CABSRW01	175	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852377	GCA_902480245.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/480/245/GCA_902480245.1_UHGG-TPA_MGYG-HGUT-02872	-	MGYG-HGUT-02872	3007809
Escherichia sp. MOD1-EC4516	2093860	PRJNA230969	230969	Pseudomonadota	Gammaproteobacteria	5.41067	50.3	-	PTRO01	233	5465	5089	2018/02/28	2022/03/22	Contig	FDA/CFSAN	SAMN07747759	GCA_002966065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/065/GCF_002966065.1_ASM296606v1	29724828	MOD1-EC4516	5410673
Escherichia sp. MOD1-EC4516	2093860	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	5.41067	50.3	-	CAWNSZ01	233	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115017630	GCA_963877025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/877/025/GCA_963877025.1_ena-yuan-GCF_002966065.1	-	ena-yuan-GCF_002966065.1	5410673
Xenorhabdus koppenhoeferi	351659	PRJEB17597	351946	Pseudomonadota	Gammaproteobacteria	3.18213	43.1	-	FPBJ01	91	2858	2654	2016/11/02	2022/04/19	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN05421784	GCA_900116635.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/116/635/GCA_900116635.1_IMG-taxon_2684622845_annotated_assembly	-	DSM 18168	3182127
Xenorhabdus koppenhoeferi	351659	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	3.18213	43.1	-	CAWRBG01	91	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115016750	GCA_963899695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/899/695/GCA_963899695.1_ena-yuan-GCF_900116635.1	-	ena-yuan-GCF_900116635.1	3182127
Sphingorhabdus sp.	1902408	PRJNA925477	925477	Pseudomonadota	Alphaproteobacteria	3.09838	57.8	-	DAOLGL01	153	3305	3214	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32809440	GCA_035329625.1	-	-	38289113	AMR_MDS_0231	3098382
Sphingorhabdus sp.	1902408	PRJNA843551	843551	Pseudomonadota	Alphaproteobacteria	3.09838	57.8	-	DAIPYH01	153	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28748223	GCA_036782835.1	-	-	37994269	CTOTU2453	3098382
Streptococcus parasanguinis	1318	PRJNA637878	637878	Terrabacteria group	Bacillota	2.11323	41.9	-	JADMPM01	70	2042	1945	2020/11/17	2021/11/19	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN15533302	GCA_015559215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/559/215/GCA_015559215.1_ASM1555921v1	-	D43t1_170807_F3	2113234
Streptococcus parasanguinis	1318	PRJNA1093465	1093465	Terrabacteria group	Bacillota	2.11323	41.9	-	JBDMOX01	70	2041	1966	2024/05/22	2024/05/24	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN41376243	GCA_039756695.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/756/695/GCF_039756695.1_ASM3975669v1	-	D43st1_F3_D43t1_170807	2113234
uncultured Ruminococcus sp.	165186	PRJEB31266	522726	Terrabacteria group	Bacillota	1.87925	46.8	-	CACVWB01	81	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148424	GCA_902757735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/757/735/GCA_902757735.1_Rumen_uncultured_genome_RUG10291	-	RUG10291	1879254
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	1.87925	46.8	-	ONLA01	81	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104666587	GCA_900318495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/318/495/GCA_900318495.1_Rumen_uncultured_genome_RUG394	-	RUG394	1879254
Pseudomonadales bacterium	1891229	PRJNA598416	598416	Pseudomonadota	Gammaproteobacteria	3.54419	64.3	-	JAACBE01	493	3786	3518	2020/03/30	2020/03/30	Scaffold	Maharaja Krishnakumarsinhji Bhavnagar University	SAMN13684341	GCA_011774405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/774/405/GCA_011774405.1_ASM1177440v1	-	KS4-K015	3544185
Pseudomonadales bacterium	1891229	PRJNA598416	598416	Pseudomonadota	Gammaproteobacteria	3.54419	64.3	-	JAABVP01	493	3786	3518	2020/03/30	2020/03/30	Scaffold	Maharaja Krishnakumarsinhji Bhavnagar University	SAMN13684196	GCA_011777305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/777/305/GCA_011777305.1_ASM1177730v1	-	ACK-K015	3544185
Yersinia mollaretii	33060	PRJEB33414	553746	Pseudomonadota	Gammaproteobacteria	4.58014	49.5	-	CABHYO01	71	4144	4017	2019/07/30	2022/09/27	Contig	INSTITUT PASTEUR	SAMEA5778926	GCA_902170795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/170/795/GCA_902170795.1_IP33651	-	IP33651	4580138
Yersinia mollaretii	33060	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.58014	49.5	-	CAWRDW01	71	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115018976	GCA_963900165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/900/165/GCA_963900165.1_ena-yuan-GCF_902170795.1	-	ena-yuan-GCF_902170795.1	4580138
Clostridium beijerinckii	1520	PRJNA460349	460349	Terrabacteria group	Bacillota	6.14004	29.9	-	JABSXF01	1	5474	5173	2020/06/08	2022/03/28	Contig	DOE Joint Genome Institute	SAMN09070672	GCA_013294805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/294/805/GCA_013294805.1_ASM1329480v1	35190685	DJ112	6140037
Clostridium beijerinckii	1520	PRJNA462011	462011	Terrabacteria group	Bacillota	6.14004	29.9	-	JABSYY01	1	5473	5173	2020/06/08	2022/03/28	Contig	DOE Joint Genome Institute	SAMN09072175	GCA_013295685.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/295/685/GCA_013295685.1_ASM1329568v1	35190685	DJ161	6140037
Klebsiella sp. 92188	3079130	PRJNA1023557	1023557	Pseudomonadota	Gammaproteobacteria	5.70612	57.1	-	JAWJQL01	128	5752	5502	2024/03/04	2024/03/06	Contig	the First Affiliated Hospital of Medical School	SAMN37663628	GCA_036998885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/998/885/GCF_036998885.1_ASM3699888v1	38295990	92188	5706121
Klebsiella pneumoniae	573	PRJNA870306	870306	Pseudomonadota	Gammaproteobacteria	5.70612	57.1	-	JANTCT01	128	-	-	2022/11/13	2022/11/13	Contig	Zhejiang university	SAMN30369322	GCA_026161885.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/161/885/GCF_026161885.1_ASM2616188v1	-	PRKP32	5706121
uncultured Alistipes sp.	538949	PRJEB32890	548304	FCB group	Bacteroidota/Chlorobiota group	1.90295	59	-	CASYYK01	290	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112731295	GCA_949487235.1	-	-	-	extra-SRR7762564.28_1677802273	1902948
uncultured Alistipes sp.	538949	PRJEB32890	548304	FCB group	Bacteroidota/Chlorobiota group	1.90295	59	-	CATEFJ01	290	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112730794	GCA_949523155.1	-	-	-	extra-SRR7761324.29_1677801482	1902948
Aeromonas veronii	654	PRJNA391781	391781	Pseudomonadota	Gammaproteobacteria	4.63956	58.9	-	NKWR01	108	4413	4232	2019/06/11	2022/03/01	Scaffold	University of Connecticut Graf Lab	SAMN07312760	GCA_006246355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/246/355/GCF_006246355.1_ASM624635v1	31163020	BVH47	4639561
Aeromonas veronii	654	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.63956	58.9	-	CAWOON01	108	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115017967	GCA_963883005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/883/005/GCA_963883005.1_ena-yuan-GCF_006246355.1	-	ena-yuan-GCF_006246355.1	4639561
Brucella melitensis	29459	PRJNA1064549	1064549	Pseudomonadota	Alphaproteobacteria	3.28249	57.3	-	JAYWPT01	24	3224	3014	2024/02/08	2024/02/10	Contig	Indian Veterinary Research Institute	SAMN39433502	GCA_036454795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/454/795/GCF_036454795.1_ASM3645479v1	-	VPH-23-02	3282489
Brucella melitensis	29459	PRJNA1064549	1064549	Pseudomonadota	Alphaproteobacteria	3.28249	57.3	-	JAYWPS01	24	3223	3010	2024/02/08	2024/02/10	Contig	Indian Veterinary Research Institute	SAMN39434449	GCA_036454805.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/454/805/GCF_036454805.1_ASM3645480v1	-	VPH-23-01	3282489
Candidatus Poseidoniales archaeon	2163009	PRJNA481422	481422	Candidatus Thermoplasmatota	Candidatus Poseidoniia	1.72467	60.5	-	DQIZ01	236	1627	1585	2018/10/22	2018/10/22	Scaffold	The University of Queensland	SAMN09667263	GCA_003672685.1	-	-	30323263	76279	1724669
Candidatus Poseidoniaceae archaeon	2666346	PRJNA593905	593905	Candidatus Thermoplasmatota	Candidatus Poseidoniia	1.72467	60.5	-	DUHJ01	236	1652	1615	2020/06/11	2020/06/11	Scaffold	The University of Queensland	SAMN13192985	GCA_013330925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/330/925/GCA_013330925.1_ASM1333092v1	-	UBA11892	1724669
Eubacterium sp. ER2	1519438	PRJNA253252	253252	Terrabacteria group	Bacillota	3.26743	52.9	-	JPJE01	75	3200	3075	2014/10/09	2022/07/29	Contig	Technical University of Denmark	SAMN02903322	GCA_000765215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/215/GCA_000765215.1_ASM76521v1	25163406	ER2	3267429
Eubacteriaceae bacterium	2049045	PRJEB33885	559126	Terrabacteria group	Bacillota	3.26743	52.9	-	CABMJH01	75	-	-	2019/08/16	2019/08/16	Contig	EMG	SAMEA5851880	GCA_902386515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/386/515/GCA_902386515.1_UHGG_MGYG-HGUT-02376	-	MGYG-HGUT-02376	3267429
Vibrio sp. V24_P1S3T111	1938676	PRJNA361511	361511	Pseudomonadota	Gammaproteobacteria	3.82149	44.7	-	WXWB01	159	3541	3324	2020/01/18	2022/02/06	Scaffold	Instituto de ecologia	SAMN06251417	GCA_009905015.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/905/015/GCF_009905015.1_ASM990501v1	-	V24_P1S3T111	3821490
Vibrio sp. V24_P1S3T111	1938676	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	3.82149	44.7	-	CAWPCY01	159	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115018130	GCA_963886585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/886/585/GCA_963886585.1_ena-yuan-GCF_009905015.1	-	ena-yuan-GCF_009905015.1	3821490
Escherichia coli	562	PRJNA506899	506899	Pseudomonadota	Gammaproteobacteria	5.03033	51	-	RQUI01	702	5154	4833	2018/12/03	2022/06/26	Scaffold	Sun Yat-sen University	SAMN10476568	GCA_003858905.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/858/905/GCF_003858905.1_ASM385890v1	-	GBGD42	5030329
Escherichia coli	562	PRJNA545690	545690	Pseudomonadota	Gammaproteobacteria	5.03033	51	-	VDLB01	702	5154	4833	2019/12/31	2022/06/08	Scaffold	Sichuan University	SAMN11928127	GCA_009822985.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/822/985/GCF_009822985.1_ASM982298v1	-	G42	5030329
Bacillota bacterium	1879010	PRJNA843551	843551	Terrabacteria group	Bacillota	2.75401	43.4	-	DAINQB01	164	-	-	2024/02/21	2024/02/21	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28746642	GCA_036743175.1	-	-	37994269	CTOTU18719	2754011
Clostridia bacterium	2044939	PRJNA925477	925477	Terrabacteria group	Bacillota	2.75401	43.4	-	DAONIX01	164	2634	2593	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865725	GCA_035405405.1	-	-	38289113	AMR_MDS_3754	2754011
Listeria monocytogenes	1639	PRJNA704324	704324	Terrabacteria group	Bacillota	3.10404	37.9	-	JAFIMX01	12	3188	3003	2021/03/01	2022/03/10	Contig	IHU Genomes	SAMN18037631	GCA_017115205.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/115/205/GCA_017115205.1_ASM1711520v1	-	Marseille-Q1080	3104037
Listeria monocytogenes	1639	PRJEB35256	778487	Terrabacteria group	Bacillota	3.10404	37.9	-	CACRVJ01	12	3188	3082	2021/11/08	2021/11/25	Contig	IHU - Mediterranee Infection	SAMEA6162926	GCA_902652795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/652/795/GCA_902652795.1_Q1080	-	Q1080	3104037
