Assembly Accession	Actual Size
GCA_003282905.1	894461
GCA_902515605.1	894461
GCA_902484075.1	2214959
GCA_900761905.1	2214959
GCA_004922885.1	2217029
GCA_016905275.1	2217029
GCA_003213215.1	770013
GCA_902575255.1	770013
GCA_900236585.1	3295066
GCA_900236375.1	3295073
GCA_943789015.1	2163993
GCA_943845875.1	2163993
GCA_009811875.1	4370004
GCA_963885665.1	4370004
GCA_003852135.1	2668974
GCA_003852195.1	2668974
GCA_003852215.1	2668974
GCA_035325085.1	3265344
GCA_036796535.1	3265344
GCA_002095995.1	816433
GCA_002096015.1	816433
GCA_003287555.1	5376666
GCA_963878355.1	5376666
GCA_019802665.1	5026670
GCA_020827715.1	5026670
GCA_902483575.1	3509168
GCA_900760755.1	3509168
GCA_900555425.1	624962
GCA_902481285.1	624962
GCA_902754985.1	2087537
GCA_900316435.1	2087537
GCA_902364225.1	2366902
GCA_003457875.1	2366902
GCA_019780565.1	4173956
GCA_904830875.1	4173956
GCA_905120495.1	4173956
GCA_001473245.1	5268230
GCA_963870715.1	5268230
GCA_900317185.1	1721593
GCA_902756895.1	1721593
GCA_015688855.1	2729912
GCA_904501955.1	2729912
GCA_900549535.1	2046457
GCA_902480205.1	2046457
GCA_035324965.1	4122882
GCA_036724355.1	4122882
GCA_900766655.1	1684255
GCA_902485595.1	1684255
GCA_902488065.1	1303918
GCA_900771355.1	1303918
GCA_035326225.1	2757282
GCA_036804725.1	2757282
GCA_014926255.1	3744513
GCA_019779965.1	3744513
GCA_015693865.1	3919144
GCA_015693965.1	3919144
GCA_040383235.1	2292467
GCA_900087635.2	2292467
GCA_902487975.1	2069772
GCA_900771555.1	2069772
GCA_035395445.1	1937641
GCA_036754065.1	1937641
GCA_948737925.1	2353742
GCA_948986405.1	2353742
GCA_013107735.1	4413600
GCA_013110205.1	4413600
GCA_035323135.1	3986470
GCA_036799745.1	3986470
GCA_035426905.1	3085114
GCA_036802925.1	3085114
GCA_902759655.1	1427139
GCA_900317575.1	1427139
GCA_000600015.1	2904662
GCA_000318055.1	2904662
GCA_017299435.1	5161789
GCA_017298735.1	5161788
GCA_902362665.1	3390789
GCA_900066495.1	3390789
GCA_022845915.1	4158097
GCA_022845895.1	4158096
GCA_019448275.1	2027143
GCA_019448285.1	2027143
GCA_036773655.1	2840575
GCA_035392725.1	2840575
GCA_902758405.1	3304924
GCA_900318925.1	3304924
GCA_001937955.1	2989704
GCA_003057495.1	2989704
GCA_000506865.1	2504912
GCA_902386265.1	2504912
GCA_035404585.1	1127210
GCA_036725465.1	1127210
GCA_002447975.1	4411479
GCA_002886865.1	4411478
GCA_002447515.1	4411475
GCA_902486725.1	1093650
GCA_900769205.1	1093650
GCA_000308215.1	2620233
GCA_902383895.1	2620233
GCA_900541925.1	2264361
GCA_902480735.1	2264361
GCA_013294105.1	6140102
GCA_013295915.1	6140101
GCA_013407515.1	6140097
GCA_035282145.1	2154398
GCA_035818895.1	2154398
GCA_037093225.1	2154398
GCA_032739065.1	5520528
GCA_035020385.1	5520528
GCA_006246345.1	4804366
GCA_963882945.1	4804366
GCA_037003465.1	4669358
GCA_037003605.1	4669358
GCA_017846485.1	1681173
GCA_014874655.1	1681173
GCA_002857785.1	1797899
GCA_002858265.1	1797897
GCA_016893225.1	2937618
GCA_025153955.1	2937618
GCA_900316265.1	2853974
GCA_902759495.1	2853974
GCA_035398565.1	2986568
GCA_036759205.1	2986568
GCA_902755995.1	2819185
GCA_900319145.1	2819185
GCA_030767155.1	2880180
GCA_040529765.1	2880180
GCA_031965465.1	1733345
GCA_031965155.1	1733345
GCA_900765235.1	1605682
GCA_902485015.1	1605682
GCA_022325065.1	5433165
GCA_034651935.1	5433165
GCA_902757555.1	2130288
GCA_900319405.1	2130288
GCA_949774925.1	2476671
GCA_000953475.1	2476671
GCA_949486795.1	2551553
GCA_949535685.1	2551553
GCA_001462345.1	2829483
GCA_001603875.1	2829483
GCA_003611315.1	1139464
GCA_000017825.1	1139457
GCA_003212295.1	804683
GCA_902592815.1	804683
GCA_033579675.1	1427058
GCA_025059975.1	1427058
GCA_018616455.1	2818267
GCA_018630415.1	2818267
GCA_020683405.1	4409368
GCA_020684105.1	4409374
GCA_002447175.1	4411143
GCA_002447555.1	4411137
GCA_008085305.1	2069548
GCA_021310955.1	2069548
GCA_002913625.1	2023373
GCA_002914295.1	2023373
GCA_035326285.1	4390904
GCA_036737835.1	4390904
GCA_945828135.1	907050
GCA_945869045.1	907050
GCA_009916085.1	4199837
GCA_963887795.1	4199837
GCA_900315075.1	4507126
GCA_902757795.1	4507126
GCA_013100845.1	847999
GCA_013394755.1	847999
GCA_902508005.1	5797042
GCA_963900885.1	5797042
GCA_038077575.1	2557919
GCA_038405415.1	2557919
GCA_035581985.1	2887230
GCA_036409195.1	2887230
GCA_036807185.1	3366989
GCA_035426945.1	3366989
GCA_949538115.1	1337206
GCA_949550555.1	1337206
GCA_016767835.1	2913085
GCA_040144805.1	2913085
GCA_003462365.1	3443473
GCA_902399895.1	3443473
GCA_902508055.1	5925676
GCA_963900255.1	5925676
GCA_001310275.1	7198456
GCA_963870145.1	7198456
GCA_005311125.1	1139123
GCA_001713215.1	1139123
GCA_030016155.2	4559030
GCA_030016185.2	4559032
GCA_030078395.1	2126500
GCA_030078275.1	2126497
GCA_030078255.1	2126496
GCA_020684345.1	4409032
GCA_020684425.1	4409032
GCA_003967215.2	799089
GCA_003967235.2	799089
GCA_004524025.1	4738991
GCA_004524045.1	4738991
GCA_003210025.1	1256227
GCA_902578885.1	1256227
GCA_002170955.2	1056506
GCA_002689525.1	1056506
GCA_028753015.1	3875850
GCA_025947265.1	3875848
GCA_009862415.1	8648704
GCA_900090075.1	8648704
GCA_028463055.1	3966923
GCA_028463585.1	3966920
GCA_028463025.1	3966918
GCA_028463525.1	3966918
GCA_028463685.1	3966916
GCA_949487235.1	1902948
GCA_949523155.1	1902948
GCA_902400055.1	2274775
GCA_003436395.1	2274775
GCA_904885845.1	3931835
GCA_918849725.1	3931827
GCA_900554745.1	1301509
GCA_902479515.1	1301509
GCA_000312105.1	3322119
GCA_902374835.1	3322119
GCA_000628025.1	1829785
GCA_000628285.1	1829776
GCA_000349975.1	2240130
GCA_902381705.1	2240130
GCA_900766255.1	4365701
GCA_902485465.1	4365701
GCA_948531275.1	2775785
GCA_948916745.1	2775785
GCA_949115215.1	2775785
GCA_032808505.1	2923571
GCA_032809245.1	2923571
GCA_019683835.1	2585636
GCA_023511625.1	2585636
GCA_900547475.1	3467094
GCA_902482585.1	3467094
GCA_033170425.1	4560591
GCA_033170525.1	4560591
GCA_003031895.1	2950984
GCA_003390475.1	2950983
GCA_006364655.1	2950983
GCA_022869685.1	2950983
GCA_913698045.1	1298707
GCA_020881215.1	1298707
GCA_900318775.1	2619716
GCA_902755515.1	2619716
GCA_003284275.1	959028
GCA_902509665.1	959028
GCA_000271485.2	5027115
GCA_900100555.1	5027115
GCA_036837985.1	5020796
GCA_035337815.1	5020796
GCA_019091955.1	3787820
GCA_963893315.1	3787820
GCA_900545755.1	2259251
GCA_902482385.1	2259251
GCA_030720405.1	1728944
GCA_030720565.1	1728941
GCA_030720325.1	1728941
GCA_030720245.1	1728935
GCA_030720925.1	1728938
GCA_030720585.1	1728935
GCA_000400615.1	4414325
GCA_002290165.1	4414325
GCA_019092065.1	3648639
GCA_963895555.1	3648639
GCA_900554645.1	1118229
GCA_902480805.1	1118229
GCA_002142475.1	6803468
GCA_002142495.1	6803469
GCA_025604165.1	4691063
GCA_040750935.1	4691063
GCA_900549995.1	4765419
GCA_902480975.1	4765419
GCA_022549275.1	4844436
GCA_963899305.1	4844436
GCA_035394825.1	2489547
GCA_036848355.1	2489547
GCA_903833085.1	5331533
GCA_903867295.1	5331533
GCA_900548885.1	2017244
GCA_902479995.1	2017244
GCA_028065755.1	3942611
GCA_021811105.1	3942611
GCA_902759855.1	1300173
GCA_900318975.1	1300173
GCA_949486945.1	1786706
GCA_949542185.1	1786706
GCA_905187645.1	826490
GCA_937980255.1	826490
GCA_003858835.1	5375428
GCA_009823015.1	5375428
GCA_902479585.1	1764558
GCA_900539165.1	1764558
GCA_001047715.2	2939733
GCA_009648615.1	2939733
GCA_009648635.1	2939732
GCA_009648595.1	2939729
GCA_003795845.1	2288910
GCA_003796945.1	2288910
GCA_002974355.1	4786106
GCA_963877075.1	4786106
GCA_023516835.1	5543800
GCA_036698295.1	5543800
GCA_035395585.1	2030940
GCA_036750995.1	2030940
GCA_031842585.1	2733816
GCA_031842885.1	2733816
GCA_031842905.1	2733816
GCA_001929165.2	5020014
GCA_001929095.2	5020011
GCA_016593215.1	1928669
GCA_016593175.1	1928667
GCA_006365255.1	1262580
GCA_006364055.1	1262579
GCA_035392685.1	2944209
GCA_036847565.1	2944209
GCA_902170365.1	5045924
GCA_963900355.1	5045924
GCA_949429125.1	3312039
GCA_949459455.1	3312039
GCA_949461705.1	3312039
GCA_000464725.1	5516447
GCA_963863775.1	5516447
GCA_902486315.1	2488924
GCA_900768655.1	2488924
GCA_902756975.1	2920141
GCA_900314975.1	2920141
GCA_949536875.1	2073795
GCA_949542255.1	2073795
GCA_900548245.1	2817086
GCA_902483065.1	2817086
GCA_002914145.1	1884438
GCA_902387035.1	1884438
GCA_949529385.1	4524661
GCA_949544805.1	4524661
GCA_004299385.1	4615000
GCA_006538345.1	4615000
GCA_024753105.1	5185556
GCA_027983535.1	5185556
GCA_017115365.1	3104165
GCA_901284395.2	3104166
GCA_003859005.1	4576541
GCA_009823175.1	4576541
GCA_949516285.1	2703783
GCA_949533975.1	2703783
GCA_020907415.1	3759503
GCA_030125555.1	3759503
GCA_025055675.1	2561926
GCA_033583325.1	2561926
GCA_900321835.1	2383638
GCA_902756015.1	2383638
GCA_003213535.1	727766
GCA_902574305.1	727766
GCA_016602315.1	1792213
GCA_016602745.1	1792211
GCA_009816545.1	1788618
GCA_009816845.1	1788619
GCA_009819375.1	1788622
GCA_024519215.1	3850483
GCA_027478735.1	3850483
GCA_003287715.1	5317075
GCA_963878535.1	5317075
GCA_016595575.1	3953077
GCA_016811075.1	3953077
GCA_900771565.1	2162021
GCA_902488115.1	2162021
GCA_011774285.1	7301894
GCA_011777205.1	7301894
GCA_902760175.1	2129384
GCA_900315335.1	2129384
GCA_003213015.1	1108048
GCA_902580675.1	1108048
GCA_015551805.1	6425694
GCA_039760215.1	6425694
GCA_036997925.1	5892261
GCA_026162005.1	5892261
GCA_035393225.1	1096352
GCA_036747075.1	1096352
GCA_001486505.1	5370356
GCA_902375825.1	5370356
GCA_902170525.1	4568487
GCA_963901315.1	4568487
GCA_003282885.1	1601065
GCA_902515875.1	1601065
GCA_014163665.1	4649514
GCA_963890165.1	4649514
GCA_900554915.1	1395423
GCA_902482205.1	1395423
GCA_000531455.1	4824775
GCA_963864695.1	4824775
GCA_030721065.1	1670921
GCA_030719865.1	1670916
GCA_000333015.1	3489460
GCA_000420685.1	3489460
GCA_948735875.1	1780870
GCA_949080735.1	1780870
GCA_003576085.1	2206844
GCA_009911495.1	2206844
GCA_003852155.1	2658139
GCA_003852175.1	2658139
GCA_000211295.1	829709
GCA_037997105.1	829709
GCA_900313425.1	3596020
GCA_902755395.1	3596020
GCA_003326145.1	4357245
GCA_003383125.1	4357245
GCA_025421865.1	5021307
GCA_028464345.1	5021307
GCA_013801425.1	4909259
GCA_013801845.1	4909259
GCA_000727255.1	3095489
GCA_000728745.1	3095488
GCA_013329635.1	1667845
GCA_003672855.1	1667845
GCA_000438805.2	4134889
GCA_963865215.1	4134889
GCA_016925275.1	5505287
GCA_017742955.1	5505287
GCA_030234225.1	5600139
GCA_033194915.1	5600139
GCA_001083805.1	5464970
GCA_963866115.1	5464970
GCA_002209725.2	5257294
GCA_001682175.1	5257288
GCA_900540215.1	2769057
GCA_902481555.1	2769057
GCA_002947575.1	2221315
GCA_000026665.1	2221315
GCA_009913335.1	4018060
GCA_009913315.1	4018059
GCA_035426925.1	4299251
GCA_036769315.1	4299251
GCA_035405225.1	3102229
GCA_036737165.1	3102229
GCA_035329805.1	3154915
GCA_036782915.1	3154915
GCA_003464285.1	1968193
GCA_022509335.1	1968193
GCA_902363965.1	1968193
GCA_002965595.1	4933984
GCA_963876935.1	4933984
GCA_002447375.1	4411394
GCA_002447715.1	4411392
GCA_002447795.1	4411392
GCA_002447355.1	4411385
GCA_000756205.1	2806345
GCA_023657555.1	2806340
GCA_001483905.1	4370705
GCA_015482805.1	4370706
GCA_035427065.1	4156840
GCA_036740275.1	4156840
GCA_002890725.1	4932659
GCA_002890755.1	4932663
GCA_900760945.1	3084338
GCA_902483885.1	3084338
GCA_902362615.1	3650957
GCA_900066365.1	3650957
GCA_015354995.1	2592871
GCA_036400515.1	2592871
GCA_001028135.1	4183760
GCA_963866815.1	4183760
GCA_012952615.1	5298611
GCA_025593685.1	5298611
GCA_001116305.1	2146830
GCA_001355355.1	2146830
GCA_945827945.1	2445113
GCA_945875325.1	2445113
GCA_018642205.1	2217190
GCA_018642225.1	2217190
GCA_949496545.1	4095350
GCA_949544175.1	4095350
GCA_037000065.1	5521998
GCA_026164175.1	5521998
GCA_002040445.1	4699417
GCA_001359835.1	4699422
GCA_003925955.1	805916
GCA_003925975.1	805916
GCA_949506335.1	2786043
GCA_949535745.1	2786043
GCA_035404365.1	2104715
GCA_036795315.1	2104715
GCA_029370365.1	5333942
GCA_029370025.1	5333942
GCA_029369825.1	5333942
GCA_029369845.1	5333942
GCA_029370205.1	5333942
GCA_018413565.1	3172159
GCA_019083985.1	3172159
GCA_025754355.1	5359967
GCA_025755115.1	5359967
GCA_902374185.1	2642081
GCA_000172135.1	2642081
GCA_949497185.1	5342534
GCA_949519405.1	5342534
GCA_902364055.1	5921605
GCA_003479085.1	5921605
GCA_009814885.1	1788283
GCA_009819265.1	1788278
GCA_944470245.1	159821
GCA_946799745.1	159821
GCA_900323955.1	2730181
GCA_900323965.1	2730180
GCA_900541045.1	2147475
GCA_902480745.1	2147475
GCA_002170445.2	4964254
GCA_002689605.1	4964254
GCA_030719565.1	1670900
GCA_030720125.1	1670895
GCA_003231495.1	5931841
GCA_963878285.1	5931841
GCA_003458715.1	2274946
GCA_902364145.1	2274946
GCA_003248835.1	2332144
GCA_003248845.1	2332144
GCA_001418295.1	5268632
GCA_001517325.1	5268632
GCA_947498245.1	1213761
GCA_943357285.1	1213761
GCA_002777035.1	1048696
GCA_002777055.1	1048696
GCA_002777075.1	1048696
GCA_024169655.1	6377592
GCA_024169225.1	6377587
GCA_002127545.1	4096854
GCA_963874175.1	4096854
GCA_011327055.1	2100669
GCA_011327085.1	2100670
GCA_032738965.1	5477712
GCA_035020305.1	5477712
GCA_015355095.1	2593266
GCA_036400835.1	2593266
GCA_902385675.1	4669710
GCA_000218155.2	4669710
GCA_902755275.1	2907361
GCA_900317795.1	2907361
GCA_000011325.1	3309401
GCA_000382905.1	3309400
GCA_037888875.1	4953592
GCA_037887095.1	4953585
GCA_003467215.1	3493311
GCA_902365055.1	3493311
GCA_001194765.1	7089856
GCA_001321185.1	7089860
GCA_900197875.1	7673585
GCA_900241035.1	7673585
GCA_023534095.1	5139041
GCA_023534825.1	5139041
GCA_900766185.1	2790277
GCA_902485175.1	2790277
GCA_003050445.1	5279504
GCA_963878555.1	5279504
GCA_030845875.1	5685454
GCA_030845915.1	5685451
GCA_012584345.1	2031565
GCA_030730765.1	2031565
GCA_015656515.1	2036772
GCA_904502105.1	2036772
GCA_900557725.1	1513883
GCA_902482025.1	1513883
GCA_032742855.1	5051685
GCA_035020405.1	5051685
GCA_001048475.1	5645498
GCA_963865515.1	5645498
GCA_025422015.1	5093749
GCA_028464505.1	5093749
GCA_039778305.1	1048006
GCA_039778315.1	1048006
GCA_000173515.1	1048006
GCA_948892585.1	1899739
GCA_949036315.1	1899739
GCA_031882575.1	6696054
GCA_031881815.1	6696047
GCA_011464195.1	1017273
GCA_011463895.1	1017268
GCA_007974165.1	2593344
GCA_007974065.1	2593342
GCA_007974025.1	2593336
GCA_003278125.1	1040035
GCA_902555565.1	1040035
GCA_003470905.1	4145911
GCA_902364695.1	4145911
GCA_029624995.1	5563843
GCA_029625015.1	5563837
GCA_029624875.1	5563840
GCA_029625075.1	5563836
GCA_003278065.1	1056881
GCA_902559505.1	1056881
GCA_001182045.1	2476884
GCA_902375495.1	2476884
GCA_000612925.1	4457049
GCA_000820645.1	4457049
GCA_002966065.1	5410673
GCA_963877025.1	5410673
GCA_003213175.1	1471115
GCA_902575745.1	1471115
GCA_000499525.1	3735762
GCA_902375215.1	3735762
GCA_016925435.1	5450493
GCA_017742895.1	5450492
GCA_949447905.1	1664058
GCA_949478755.1	1664058
GCA_014525095.1	4508503
GCA_963889215.1	4508503
GCA_900095805.1	6541482
GCA_036233755.1	6541477
GCA_900119705.1	1671491
GCA_902381775.1	1671491
GCA_003672325.1	1609577
GCA_013329295.1	1609577
GCA_900769915.1	1967680
GCA_902487095.1	1967680
GCA_902759785.1	2088354
GCA_900321335.1	2088354
GCA_023238285.1	3929584
GCA_011769925.1	3929585
GCA_016801735.1	3929584
GCA_022869125.1	3929584
GCA_023822685.1	3929584
GCA_030264255.1	3929584
GCA_011100445.1	3929583
GCA_900321915.1	2278904
GCA_902760075.1	2278904
GCA_900319985.1	2220727
GCA_902758075.1	2220727
GCA_902480815.1	1891686
GCA_900545235.1	1891686
GCA_017298815.1	5160530
GCA_017298855.1	5160529
GCA_017299035.1	5160529
GCA_902374065.1	3158014
GCA_000162115.1	3158014
GCA_000347555.1	6125072
GCA_963862185.1	6125072
GCA_014900195.1	4418552
GCA_000193185.2	4418548
GCA_036039845.1	5082087
GCA_036227765.1	5082087
GCA_902756985.1	3122060
GCA_900316655.1	3122060
GCA_900314815.1	2964109
GCA_902757645.1	2964109
GCA_036729785.1	1455013
GCA_035398945.1	1455013
GCA_964198785.1	5763703
GCA_964198685.1	5763702
GCA_003050545.1	5384964
GCA_963878795.1	5384964
GCA_041765015.1	3035544
GCA_041765025.1	3035544
GCA_000722995.1	4931447
GCA_963864055.1	4931447
GCA_002799765.1	4841633
GCA_002799805.1	4841633
GCA_035325385.1	3953784
GCA_036734345.1	3953784
GCA_001049735.1	2888349
GCA_001404155.1	2888349
GCA_001266655.1	2191533
GCA_001266715.1	2191533
GCA_001266735.1	2191533
GCA_001266695.1	2191531
GCA_001266675.1	2191529
GCA_003858825.1	4952792
GCA_009822935.1	4952792
GCA_900552295.1	1802658
GCA_902483135.1	1802658
GCA_023274315.1	5222967
GCA_023276265.1	5222967
GCA_023894135.1	5222967
GCA_035398965.1	2236548
GCA_036725045.1	2236548
GCA_900767025.1	2166830
GCA_902485835.1	2166830
GCA_022096975.1	2182616
GCA_023128635.1	2182616
GCA_017051735.1	5275089
GCA_022603415.1	5275089
GCA_035404465.1	2144127
GCA_036825115.1	2144127
GCA_019273675.1	4236368
GCA_019273635.1	4236368
GCA_001683095.1	5228660
GCA_001683175.1	5228658
GCA_001683155.1	5228657
GCA_001683135.1	5228656
GCA_001683195.1	5228656
GCA_000008165.1	5228663
GCA_003280455.1	914132
GCA_902543125.1	914132
GCA_000969835.1	6486757
GCA_902375575.1	6486757
GCA_015552605.1	7211870
GCA_040246175.1	7211870
GCA_949497305.1	1683637
GCA_949519335.1	1683637
GCA_009767005.1	5069533
GCA_009793885.1	5069533
GCA_902480965.1	4682631
GCA_900555905.1	4682631
GCA_030851405.1	3901483
GCA_013048735.1	3901483
GCA_963888245.1	3901483
GCA_024260645.1	5389748
GCA_024435275.1	5389748
GCA_024600175.1	7003821
GCA_024600455.1	7003821
GCA_035329505.1	2422361
GCA_036771075.1	2422361
GCA_902486775.1	928849
GCA_900769415.1	928849
GCA_000012545.1	1767403
GCA_902384015.1	1767403
GCA_025604145.1	4695080
GCA_040750915.1	4695080
GCA_002213845.1	2870277
GCA_002213865.1	2870277
GCA_001457815.1	3716774
GCA_902375805.1	3716774
GCA_000820185.2	4755221
GCA_963867195.1	4755221
GCA_900143385.1	2921868
GCA_900148725.1	2921868
GCA_000836735.1	4840667
GCA_963866575.1	4840667
GCA_020881455.1	5341399
GCA_963895835.1	5341399
GCA_002711365.1	7866187
GCA_009863285.1	7866187
GCA_900090175.1	7866187
GCA_035404325.1	2689653
GCA_036834345.1	2689653
GCA_019279695.1	2796432
GCA_019784245.1	2796432
GCA_001250235.2	4033501
GCA_900205735.1	4033501
GCA_011189495.1	4846662
GCA_963888045.1	4846662
GCA_003050315.1	5341876
GCA_963878905.1	5341876
GCA_949497275.1	1434884
GCA_949544205.1	1434884
GCA_000312045.1	4188269
GCA_902374855.1	4188269
GCA_900767435.1	825696
GCA_902485985.1	825696
GCA_030053695.1	2861752
GCA_030053715.1	2861752
GCA_900313825.1	3042944
GCA_902756625.1	3042944
GCA_001274995.1	3982639
GCA_902387785.1	3982639
GCA_030720345.1	1670831
GCA_030720205.1	1670827
GCA_030719425.1	1670825
GCA_037094705.1	1830701
GCA_041118735.1	1830700
GCA_900313775.1	1605382
GCA_902759915.1	1605382
GCA_902756635.1	3235920
GCA_900318085.1	3235920
GCA_001323145.1	4364689
GCA_001324105.1	4364692
GCA_002834485.1	5357607
GCA_002835175.1	5357607
GCA_900762155.1	1766327
GCA_902484195.1	1766327
GCA_000735855.1	4539435
GCA_000735895.1	4539435
GCA_000736095.1	4539435
GCA_019091825.1	3573136
GCA_027853315.1	3573136
GCA_022014445.1	4031009
GCA_023955475.1	4031009
GCA_035329365.1	2102438
GCA_036835565.1	2102438
GCA_006366745.1	3943960
GCA_026805065.1	3943960
GCA_900764925.1	2290320
GCA_902484815.1	2290320
GCA_900321425.1	2176056
GCA_902757955.1	2176056
GCA_945831145.1	1710754
GCA_945875345.1	1710754
GCA_000015005.1	6988209
GCA_000283295.1	6988208
GCA_001306215.1	5895444
GCA_963869775.1	5895444
GCA_014145445.1	2095508
GCA_020786015.1	2095508
GCA_948812385.1	2529754
GCA_949055195.1	2529754
GCA_017115185.1	3104278
GCA_017115425.1	3104280
GCA_902652705.1	3104281
GCA_902652755.1	3104279
GCA_015656875.1	1954735
GCA_904501675.1	1954735
GCA_902756815.1	2411161
GCA_900314535.1	2411161
GCA_009905035.1	3927806
GCA_963886575.1	3927806
GCA_003289415.1	4773474
GCA_902387985.1	4773474
GCA_019378775.1	4546640
GCA_019378815.1	4546640
GCA_020861325.1	4546642
GCA_036038825.1	5164411
GCA_040224675.1	5164411
GCA_948870925.1	1656522
GCA_948965385.1	1656522
GCA_015548495.1	5102436
GCA_040243475.1	5102436
GCA_012910885.1	4215846
GCA_963887635.1	4215846
GCA_018448965.1	5486928
GCA_963892985.1	5486928
GCA_004570945.1	2266646
GCA_015234965.1	2266646
GCA_947581645.1	2956959
GCA_030689415.1	2956959
GCA_900316575.1	2353439
GCA_902757175.1	2353439
GCA_022439465.1	4734605
GCA_022654245.1	4734605
GCA_000006765.1	6264404
GCA_025452135.1	6264404
GCA_024534275.1	5576408
GCA_025399375.1	5576408
GCA_025882125.1	5130774
GCA_025882675.1	5130775
GCA_000628845.1	1831362
GCA_000628245.1	1831357
GCA_900772105.1	1550881
GCA_902488195.1	1550881
GCA_025388655.1	3149607
GCA_025388695.1	3149607
GCA_002172845.2	1788748
GCA_002705795.1	1788748
GCA_028594335.1	2056842
GCA_034187145.1	2056842
GCA_035398145.1	4096748
GCA_036769975.1	4096748
GCA_003287645.1	5491821
GCA_963878375.1	5491821
GCA_900059565.1	1642295
GCA_902375925.1	1642295
GCA_900545985.1	3022567
GCA_902467655.1	3022567
GCA_038163225.1	2728889
GCA_038158525.1	2728887
GCA_900770025.1	2050564
GCA_902487195.1	2050564
GCA_900143405.1	2727734
GCA_900148525.1	2727734
GCA_019780365.1	3103583
GCA_028746005.1	3103583
GCA_035394225.1	2093961
GCA_036769825.1	2093961
GCA_025422045.1	4958581
GCA_028464565.1	4958581
GCA_900760845.1	1424715
GCA_902483605.1	1424715
GCA_949529315.1	1811383
GCA_949544565.1	1811383
GCA_949540535.1	1695931
GCA_949544755.1	1695931
GCA_035427245.1	3843136
GCA_036720055.1	3843136
GCA_021560315.1	2474411
GCA_021560335.1	2474408
GCA_013294925.1	6140121
GCA_013294745.1	6140120
GCA_013296775.1	6140119
GCA_013294465.1	6140117
GCA_003672845.1	1701483
GCA_013329375.1	1701483
GCA_902756585.1	3084238
